courseNum,courseDept,interest
411,ECE,HARDWARE SYSTEMS
462,ECE,HARDWARE SYSTEMS
425,ECE,HARDWARE SYSTEMS
357,CS,HARDWARE SYSTEMS
492,ECE,HARDWARE SYSTEMS
445,ECE,HARDWARE SYSTEMS
444,ECE,HARDWARE SYSTEMS
408,ECE,HARDWARE SYSTEMS
329,ECE,HARDWARE SYSTEMS
340,ECE,HARDWARE SYSTEMS
