crn, instructorFirstName, instructorLastName
50435,M,Mehrotra
71358,M,Mehrotra
71367,S,Shin
65067,G,Winter
73133,G,Winter
51272,R,Parthasarathy
52248,R,Subramanyam
61619,R,Parthasarathy
65592,M,Nelson
69984,R,Subramanyam
54412,A,Ivanov
37946,U,Pamuksuz
68118,U,Pamuksuz
37933,V,Haran
37935,V,Haran
70115,M,Nelson
74670,S,Raquel
37808,R,Mehta
72866,S,Corredor Waldron
37805,S,Corredor Waldron
37791,H,Ye
37790,H,Ye
29656,,
51273,,
56086,,
56087,F,Taghaboni-Dutta
59775,U,Mukherjee
69975,U,Mukherjee
64456,I,Minefee
66141,I,Minefee
46659,Y,Feng
58486,Y,Feng
29661,H,Oh
10400,,
10401,,
60374,Y,Bao
52885,T,Warnick
31423,V,Haran
60063,V,Sachdev
50020,A,Rindfleisch
29658,J,Kurtz
59860,M,Graebner
37793,S,Chattopadhyay
37796,S,Chattopadhyay
37797,J,Kim
37800,J,Kim
37884,J,Mahoney
37885,J,Kim
37887,V,Isakova
37888,S,Chattopadhyay
37889,M,Schijven
37890,M,Schijven
40400,A,Ivanov
52124,Z,Kertcher
37802,I,Wang
74738,B,Lough
69935,S,Baddam
74707,S,Baddam
29816,E,Love
50075,J,Mahoney
48199,M,Kraatz
57913,M,Kraatz
71740,D,Loyd
74709,,
74710,,
71741,D,Loyd
29675,M,Kraatz
71742,M,Bednar
71743,M,Bednar
40402,C,Sanchez
33198,S,Won
67205,J,Lamare
69936,J,Noonan
74708,J,Noonan
48200,E,Love
57918,E,Love
56085,M,Kraatz
31447,H,Noel
46483,H,Noel
70299,H,Noel
31448,M,Rodas
49046,M,Rodas
70300,H,Noel
57919,H,Noel
48198,S,Sethi
74713,Y,Liu
67704,R,Parthasarathy
74716,Z,Kertcher
74711,C,Martinez
74712,C,Martinez
68315,V,Sachdev
40401,R,Subramanyam
52125,Z,Kertcher
67696,A,Ivanov
62289,S,Seshadri
74714,S,Seshadri
45322,S,Seshadri
62148,N,Scott
46451,N,Scott
65705,G,Anand
57921,,
54601,,
65704,G,Anand
61656,N,Scott
71379,U,Mukherjee
71744,V,Dolgopolov
71745,V,Dolgopolov
29718,Y,Feng
70374,J,Dahl
74895,F,Taghaboni-Dutta
74897,F,Taghaboni-Dutta
10402,,
37917,B,Han
43336,J,Loewenstein
38751,S,Seshadri
59070,M,Graebner
54729,A,Sakhartov
57861,A,Ivanov
57857,A,Rindfleisch
57858,O,Khessina
57860,,
57862,S,Chattopadhyay
13010,O,Khessina
10404,,
10405,,
56572,J,Kurtz
10406,,
44030,,
71422,K,Federmeier
76146,K,Federmeier
76147,K,Federmeier
72234,J,Hummel
62967,P,Wright
62966,P,Wright
73227,P,Wright
62965,P,Wright
74663,Y,Park
75358,J,Yun
65699,J,Goldberg
10408,,
59028,,
50308,E,Tajkhorshid
49476,D,Shapiro
10409,,
54963,S,Nair
10410,,
70899,S,Nair
29719,S,Nair
10411,,
70346,H,Golecki
75523,H,Golecki
45137,H,Golecki
63911,M,Pool
48270,J,Amos
69082,J,Amos
69083,J,Amos
49685,K,Jensen
58291,K,Jensen
58312,K,Jensen
60081,K,Jensen
49686,K,Jensen
75413,T,Gaj
73523,T,Gaj
58750,T,Gaj
47929,,
65183,M,Pool
66323,B,Sutton
75415,B,Sutton
66325,,
66326,,
66324,,
66919,,
64641,P,Song
10412,,
40017,J,Irudayaraj
43867,R,Reck
43868,R,Reck
43869,R,Reck
43870,R,Reck
58426,H,Golecki
58427,H,Golecki
75221,P,Perez Pinera
54103,N,Wang
69353,G,Underhill
61460,G,Underhill
75416,G,Underhill
60168,,
60169,,
69037,,
54424,A,Wagoner Johnson
60171,A,Wagoner Johnson
76080,M,Insana
74517,M,Insana
74518,Y,Varatharajah
47930,,
70240,S,Nie
63184,W,Dobrucki
47917,W,Dobrucki
75530,W,Dobrucki
47919,T,Gaj
75532,T,Gaj
67463,T,Gaj
51448,T,Gaj
51466,F,Lam
75533,F,Lam
54270,S,Maslov
75534,S,Maslov
64761,C,Best
69356,C,Best
64757,O,Campos Coiado
67339,O,Campos Coiado
64758,G,Anand
69352,G,Anand
71511,J,Amos
74022,C,Best
74519,F,Brooks
10413,,
70280,S,Nie
58418,W,Dobrucki
70417,W,Dobrucki
70780,R,Dar
47185,R,Bhargava
47184,B,Damon
63185,W,Dobrucki
69523,,
10414,,
75225,N,Wu
75226,N,Wu
70908,N,Wu
49924,E,Ainsworth
48389,,
48467,,
48468,,
10416,,
47358,,
31464,S,Nair
31466,S,Nair
10418,,
71761,V,Richards
71762,V,Richards
71763,V,Richards
75968,V,Richards
71766,V,Richards
74717,V,Richards
74718,V,Richards
74719,V,Richards
74720,V,Richards
74750,V,Richards
74751,V,Richards
74752,V,Richards
73812,V,Richards
74754,V,Richards
74755,V,Richards
74756,V,Richards
74757,V,Richards
74085,V,Richards
74759,V,Richards
74761,V,Richards
74086,V,Richards
76101,V,Richards
37980,,
37987,,
46794,D,Kelly
37989,J,Keener
37990,,
43028,D,Kelly
38006,W,Hechler
37991,B,Hudek
37992,,
46795,J,Keener
38004,A,Moss
37998,W,Hechler
37999,Z,McVicker
38003,E,Cheslow
67142,A,Burstein
73860,A,Bales
37983,A,Merrill
65449,Z,McVicker
73857,A,Burstein
37993,S,Gilmore
43030,D,Kelly
37994,S,Gilmore
59592,L,McGuire
59591,,
38007,S,Slobodnik
38008,G,Hapke
58819,L,McGuire
38009,,
38010,J,Claborn
72467,,
48194,L,McGuire
65448,,
37988,G,Hapke
73858,K,Norcross
38000,B,Hudek
31438,W,Hechler
31446,,
31444,D,Roche
31441,D,Roche
72088,A,Moss
47961,D,Roche
70670,K,Norcross
38012,A,Merrill
10407,,
34486,G,Hapke
34484,G,Hapke
69908,A,Barbeau
51438,A,Barbeau
51443,A,Barbeau
51444,A,Barbeau
51445,A,Barbeau
51442,A,Barbeau
51440,A,Barbeau
51462,A,Barbeau
51463,A,Barbeau
58868,A,Barbeau
60217,A,Barbeau
51437,A,Barbeau
74102,A,Barbeau
67133,A,Barbeau
67134,A,Barbeau
51464,A,Barbeau
74100,A,Barbeau
74101,A,Barbeau
59025,A,Barbeau
51460,A,Barbeau
51447,A,Barbeau
51449,A,Barbeau
51452,A,Barbeau
51454,A,Barbeau
51457,A,Barbeau
51461,A,Barbeau
51450,A,Barbeau
58869,A,Barbeau
51446,A,Barbeau
74107,A,Barbeau
67135,A,Barbeau
67136,A,Barbeau
51465,A,Barbeau
74108,A,Barbeau
67126,A,Barbeau
67129,A,Barbeau
74110,A,Barbeau
73120,C,Ohms
58275,H,Fletcher
71327,C,Sanchez
71335,J,Dahl
71336,,
71337,E,Luckman
71338,E,Luckman
71339,,
72837,,
72839,C,Sanchez
72850,J,White
73121,R,Metzger
50103,J,Headtke
72842,,
72847,,
74724,J,Kurtz
74725,J,Kurtz
74726,,
74727,M,Bednar
74728,T,Girndt-Clougherty
74733,K,Keating
74734,J,Noonan
74736,J,Noonan
74737,K,Keating
73122,C,Ohms
73123,R,Metzger
64409,,
58192,Z,Madak-Erdogan
58083,J,Levengood
58219,,
58220,,
58141,J,Flaws
58221,,
58222,,
47274,,
48331,X,Li
48333,X,Li
47275,,
75477,J,Roesler
75476,J,Roesler
29694,H,Meidani
75890,H,Meidani
29696,L,Zhao
75891,L,Zhao
33358,,
33309,,
33325,,
33337,,
33354,,
54854,,
34959,N,Garg
75500,,
75503,,
75505,,
75507,,
75509,,
75511,,
75478,N,Garg
29699,L,Lehe
75518,L,Lehe
75524,M,Golparvar Fard
29701,M,Golparvar Fard
75537,T,Nguyen
29702,T,Nguyen
64871,,
75809,,
29704,M,Konar
75567,M,Konar
29706,J,Yan
50225,J,Yan
42446,J,Tom
75568,J,Tom
75569,Y,Hashash
29708,Y,Hashash
29713,,
42478,,
29721,J,Henschen
75574,,
75575,,
75576,J,Henschen
31541,,
41753,,
31543,,
41752,,
75577,R,Hajj
63707,R,Hajj
29731,E,Tutumluer
40934,E,Tutumluer
69104,E,Tutumluer
58939,E,Tutumluer
53742,C,Barkan
56680,C,Barkan
75871,J,Edwards
58940,J,Edwards
53743,J,Edwards
54557,J,Edwards
71926,T,Kao
71927,T,Kao
72438,T,Kao
71928,T,Kao
29733,R,Benekohal
40935,R,Benekohal
75603,R,Benekohal
63678,R,Benekohal
29738,K,El-Rayes
40937,K,El-Rayes
69116,K,El-Rayes
58941,K,El-Rayes
29740,N,El-Gohary
40938,N,El-Gohary
72543,N,El-Gohary
71929,N,El-Gohary
29744,X,Cai
73579,X,Cai
29749,B,Marinas
69980,B,Marinas
29746,R,Espinosa Marzal
67284,R,Espinosa Marzal
29750,R,Cusick
72792,R,Cusick
69981,W,Liu
69982,W,Liu
29752,S,Koloutsou-Vakakis
50455,S,Koloutsou-Vakakis
29758,M,Sivapalan
71950,M,Sivapalan
29761,G,Parker
70938,G,Parker
45749,,
43780,,
68124,A,Schmidt
75617,A,Schmidt
29767,A,Elbanna
75618,A,Elbanna
29770,J,LaFave
75660,J,LaFave
29773,B,Andrawes
62974,B,Andrawes
73897,B,Andrawes
63670,B,Andrawes
29775,A,Sychterz
75661,A,Sychterz
69121,C,Duarte
29778,C,Duarte
29780,A,Masud
40940,A,Masud
75686,A,Masud
62166,A,Masud
75687,B,Spencer
58942,B,Spencer
29782,B,Spencer
47439,B,Spencer
75689,F,Lombardo
75688,F,Lombardo
31545,G,Mesri
31546,G,Mesri
31547,G,Mesri
75713,,
75714,G,Mesri
75712,G,Mesri
75716,P,Gardoni
67310,P,Gardoni
66350,P,Gardoni
67047,P,Gardoni
66346,J,Guest
69434,J,Guest
29793,J,Roesler
10474,,
47398,E,Ignacio
41720,E,Ignacio
31549,E,Ignacio
58944,E,Ignacio
58943,C,Tessum
60398,C,Tessum
54574,C,Tessum
62044,C,Tessum
51547,R,Makhnenko
51548,R,Makhnenko
58934,R,Makhnenko
59071,R,Makhnenko
44194,A,Talebpour
43782,A,Talebpour
31548,A,Talebpour
45750,A,Talebpour
59106,C,Dick
31550,C,Dick
75724,S,Zhang
59099,S,Zhang
58133,S,Zhang
58134,S,Zhang
75731,,
75733,,
75729,J,Popovics
75732,,
75734,,
75730,J,Popovics
29801,I,Al-Qadi
62168,I,Al-Qadi
62246,Y,Ouyang
61261,Y,Ouyang
69122,L,Liu
53729,L,Liu
43785,M,Garcia
63663,M,Garcia
49272,E,Cha
58947,E,Cha
29681,T,Stark
58949,T,Stark
71947,S,Olson
64874,S,Olson
36094,C,Tessum
67287,M,Golparvar Fard
60690,N,Garg
36096,J,Tom
36097,T,Nguyen
63195,C,Barkan
36098,F,Lombardo
36095,B,Andrawes
59081,H,Meidani
36099,M,Garcia
10476,,
31554,E,Kontou
60530,E,Kontou
10478,,
50101,W,Hammack
10480,,
36312,P,Simpson
29898,P,Simpson
31555,H,Yang
64581,S,Rogers
50951,,
62803,,
62804,H,Kong
62801,H,Kong
39580,,
31561,B,Harley
31564,B,Harley
31566,B,Harley
31568,B,Harley
31577,B,Harley
64589,X,Su
66217,X,Su
64588,X,Su
62800,D,Flaherty
31584,,
31592,,
31595,,
31600,,
31604,J,Leicht
65168,j,Floess
65169,j,Floess
65170,j,Floess
29900,j,Floess
36100,D,Shukla
51298,D,Leckband
61157,H,Zhao
71540,C,Rao
49468,M,Kraft
72991,Y,Diao
39629,,
10482,,
70362,P,Simpson
29905,J,Higdon
69430,A,Mironenko
61162,B,Peters
29904,P,Kenis
76262,P,Kenis
10484,,
75419,C,Sing
31572,C,Rao
49475,D,Leckband
31610,H,Zhao
31571,Y,Diao
10498,,
10501,,
10503,,
36153,,
36158,,
47836,E,McCarren
36186,,
47838,,
36191,,
36193,,
36195,,
36197,,
36199,,
55929,E,McCarren
55930,E,McCarren
36151,E,McCarren
41899,,
41900,,
41901,,
41902,J,Leveritt
41903,J,Leveritt
41904,,
41905,,
41906,,
41907,,
41908,,
41909,,
41910,J,Leveritt
41897,J,Leveritt
67303,,
67304,,
67305,,
67306,,
67307,,
67308,,
47413,,
47414,,
47415,,
47412,,
47835,,
36201,,
67309,J,Leveritt
36203,M,Gunasekera
36204,M,Gunasekera
36205,M,Gunasekera
36206,M,Gunasekera
36210,M,Gunasekera
36212,M,Gunasekera
36213,M,Gunasekera
36214,M,Gunasekera
36215,M,Gunasekera
36216,M,Gunasekera
36217,M,Gunasekera
36219,M,Gunasekera
40631,M,Gunasekera
42853,M,Gunasekera
36245,M,Gunasekera
58212,M,Gunasekera
58214,M,Gunasekera
44023,M,Gunasekera
70562,M,Gunasekera
36109,T,Hummel
36133,T,Hummel
36134,T,Hummel
36135,T,Hummel
36136,T,Hummel
36139,T,Hummel
36140,T,Hummel
36141,T,Hummel
58217,T,Hummel
36143,T,Hummel
36144,T,Hummel
36138,T,Hummel
36146,T,Hummel
58218,T,Hummel
36176,T,Hummel
44062,T,Hummel
36171,T,Hummel
56169,T,Hummel
36178,T,Hummel
36148,T,Hummel
36150,T,Hummel
36152,T,Hummel
36154,T,Hummel
36156,T,Hummel
36159,T,Hummel
36160,T,Hummel
36162,T,Hummel
36163,T,Hummel
36165,T,Hummel
36167,T,Hummel
36169,T,Hummel
36174,T,Hummel
36142,T,Hummel
48893,T,Hummel
48904,K,Marville
48905,K,Marville
48906,K,Marville
48907,K,Marville
48908,K,Marville
48909,K,Marville
48910,K,Marville
48911,K,Marville
36234,K,Marville
48914,T,Hummel
48916,K,Marville
36250,K,Marville
36184,T,Hummel
47349,M,Gunasekera
47350,M,Gunasekera
47351,M,Gunasekera
47352,M,Gunasekera
47353,M,Gunasekera
47354,M,Gunasekera
48891,M,Gunasekera
48892,M,Gunasekera
48894,M,Gunasekera
48895,M,Gunasekera
48896,M,Gunasekera
36173,E,McCarren
40124,E,McCarren
40638,M,Gunasekera
40628,M,Gunasekera
41777,M,Gunasekera
36181,K,Marville
36272,K,Marville
47359,T,Huang
47360,T,Huang
47361,T,Huang
47362,T,Huang
48897,T,Huang
48898,T,Huang
48900,T,Huang
48901,T,Huang
48902,T,Huang
48903,T,Huang
36175,T,Huang
67019,T,Huang
70560,T,Huang
49003,T,Huang
49004,T,Huang
42854,T,Huang
36182,T,Huang
43851,T,Huang
47348,T,Huang
70442,K,Marville
74546,K,Marville
36375,,
48955,,
38883,,
36428,,
74163,,
74164,,
36376,,
41842,,
74111,,
36429,,
74165,,
74166,,
36377,,
74112,,
74113,,
36431,,
75304,T,Huang
75306,T,Huang
74167,,
74168,,
36378,,
74114,,
74115,,
36433,,
74169,,
74170,,
36380,,
74116,,
74117,,
36437,,
74171,,
74172,,
75309,T,Huang
75312,T,Huang
36393,,
74118,,
74119,,
36440,,
74173,,
74174,,
36493,,
36495,,
36497,,
36500,,
36503,,
36515,,
36524,,
36532,,
36534,,
36539,,
36542,,
36546,,
36558,,
42864,,
36578,,
36471,,
36554,,
36548,,
36551,,
40913,,
63216,,
38907,,
36583,,
36585,,
36586,,
36589,,
36591,,
38889,,
38892,,
75314,T,Huang
42866,,
42867,,
42868,,
63215,,
48956,,
74548,T,Huang
74550,T,Huang
74551,T,Huang
74552,T,Huang
74553,T,Huang
74554,T,Huang
74555,T,Huang
74556,T,Huang
74557,T,Huang
74558,T,Huang
74560,T,Huang
74561,T,Huang
74562,T,Huang
74563,T,Huang
74564,T,Huang
74565,T,Huang
75317,T,Huang
75318,T,Huang
74566,T,Huang
74572,T,Huang
74574,T,Huang
74575,T,Huang
74576,T,Huang
74628,T,Huang
74577,T,Huang
74578,T,Huang
74579,T,Huang
74580,T,Huang
74723,T,Huang
74581,T,Huang
74582,T,Huang
74583,T,Huang
75319,T,Huang
75321,T,Huang
74584,T,Huang
74585,T,Huang
74586,T,Huang
74629,T,Huang
74630,T,Huang
74631,T,Huang
74701,T,Huang
74673,T,Huang
38880,T,Huang
74282,T,Huang
74632,T,Huang
74634,T,Huang
74636,T,Huang
74637,T,Huang
74638,T,Huang
74639,T,Huang
74640,T,Huang
74641,T,Huang
74672,T,Huang
74675,T,Huang
74680,T,Huang
74681,T,Huang
74682,T,Huang
74683,T,Huang
74684,T,Huang
74685,T,Huang
74686,T,Huang
74688,T,Huang
74690,T,Huang
74691,T,Huang
74692,T,Huang
74693,T,Huang
74677,T,Huang
74694,T,Huang
74695,T,Huang
75315,T,Huang
74697,T,Huang
74698,T,Huang
74699,T,Huang
74700,T,Huang
74702,T,Huang
36274,J,Andino Martinez
52023,J,Andino Martinez
36296,J,Andino Martinez
36298,J,Andino Martinez
36300,J,Andino Martinez
36302,J,Andino Martinez
36305,J,Andino Martinez
57630,J,Andino Martinez
36310,J,Andino Martinez
36338,J,Andino Martinez
36340,J,Andino Martinez
36342,J,Andino Martinez
36344,J,Andino Martinez
57631,J,Andino Martinez
57632,K,Marville
41189,J,Andino Martinez
36368,J,Andino Martinez
74812,J,Andino Martinez
36355,C,Ray
36360,C,Ray
36366,C,Ray
36354,C,Ray
41953,C,Ray
42857,C,Ray
57633,C,Ray
57634,C,Ray
45614,C,Ray
45615,C,Ray
45643,C,Ray
45644,C,Ray
48196,C,Ray
57635,C,Ray
47626,E,McCarren
60141,E,McCarren
60142,E,McCarren
57636,E,McCarren
60140,E,McCarren
45613,C,Ray
36346,C,Ray
36349,C,Ray
75432,J,Andino Martinez
63218,C,Ray
70437,K,Marville
74808,K,Marville
41954,K,Marville
36676,K,Marville
36678,K,Marville
36679,K,Marville
36683,K,Marville
36686,K,Marville
36687,K,Marville
36681,K,Marville
36684,K,Marville
36593,K,Marville
36599,K,Marville
36601,K,Marville
36609,K,Marville
36612,K,Marville
41955,K,Marville
42869,K,Marville
42871,K,Marville
42872,K,Marville
45645,K,Marville
45646,K,Marville
48958,K,Marville
48961,K,Marville
48962,K,Marville
48963,K,Marville
48964,K,Marville
36689,K,Marville
42858,K,Marville
42870,K,Marville
45648,K,Marville
36597,K,Marville
48967,K,Marville
74791,K,Marville
74792,K,Marville
74793,K,Marville
74794,K,Marville
48965,K,Marville
48966,K,Marville
45647,K,Marville
48968,K,Marville
36604,K,Marville
74795,K,Marville
74796,K,Marville
74797,K,Marville
74798,K,Marville
74799,K,Marville
74800,K,Marville
74801,K,Marville
74803,K,Marville
74804,K,Marville
74805,K,Marville
74806,K,Marville
74807,K,Marville
74459,K,Powers
74460,K,Powers
74526,K,Powers
74527,K,Powers
74528,K,Powers
54512,,
10505,,
63839,E,McCarren
47589,E,McCarren
56161,E,McCarren
56166,E,McCarren
47587,E,McCarren
65501,E,McCarren
45143,E,McCarren
47588,E,McCarren
70559,E,McCarren
56162,E,McCarren
72450,E,McCarren
65502,E,McCarren
49005,E,McCarren
70558,E,McCarren
43653,T,Huang
31588,E,McCarren
70333,E,McCarren
70334,E,McCarren
70335,E,McCarren
70336,E,McCarren
70337,E,McCarren
36229,D,Decoste
36236,D,Decoste
36238,D,Decoste
36239,D,Decoste
36244,D,Decoste
36247,D,Decoste
36248,D,Decoste
36251,D,Decoste
36252,D,Decoste
36254,D,Decoste
36257,D,Decoste
36259,D,Decoste
65188,D,Decoste
65189,D,Decoste
36267,J,Andino Martinez
36280,J,Andino Martinez
36277,J,Andino Martinez
38843,J,Andino Martinez
36299,J,Andino Martinez
75229,J,Andino Martinez
36265,J,Andino Martinez
36284,J,Andino Martinez
36286,J,Andino Martinez
36293,J,Andino Martinez
36294,J,Andino Martinez
36301,J,Andino Martinez
42859,J,Andino Martinez
47511,J,Andino Martinez
48515,J,Andino Martinez
62073,J,Andino Martinez
75327,J,Andino Martinez
38842,J,Andino Martinez
29906,M,Shen
31599,D,Olson
31602,D,Olson
31605,D,Olson
67929,D,Olson
67930,D,Olson
73948,D,Olson
31611,D,Olson
67991,J,Axelson
67992,J,Axelson
67993,J,Axelson
67994,J,Axelson
67995,J,Axelson
67996,J,Axelson
67997,J,Axelson
67998,J,Axelson
67999,J,Axelson
68000,J,Axelson
68001,J,Axelson
68002,J,Axelson
68003,J,Axelson
68004,J,Axelson
68005,J,Axelson
68006,J,Axelson
68007,J,Axelson
68008,J,Axelson
68009,J,Axelson
68010,J,Axelson
68011,J,Axelson
68012,J,Axelson
68013,J,Axelson
68014,J,Axelson
68015,J,Axelson
68016,J,Axelson
68017,J,Axelson
68018,J,Axelson
68019,J,Axelson
68020,J,Axelson
75033,J,Axelson
75034,J,Axelson
75035,J,Axelson
75036,J,Axelson
75037,J,Axelson
75038,J,Axelson
75039,J,Axelson
56846,J,Axelson
56920,J,Axelson
36318,D,Kell
36320,D,Kell
36323,D,Kell
36325,D,Kell
36326,D,Kell
36322,D,Kell
36328,D,Kell
36331,D,Kell
64804,D,Kell
41877,D,Kell
45683,D,Kell
64805,D,Kell
64806,D,Kell
64807,D,Kell
64808,D,Kell
64809,D,Kell
64810,D,Kell
64811,D,Kell
64812,D,Kell
64814,D,Kell
64815,D,Kell
64816,D,Kell
64817,D,Kell
76130,D,Kell
76150,D,Kell
36313,D,Kell
36315,D,Kell
36335,J,Chan
36336,J,Chan
36359,J,Chan
36364,J,Chan
36367,J,Chan
36371,J,Chan
47994,J,Chan
56175,J,Chan
56176,J,Chan
56177,J,Chan
64496,J,Chan
64497,J,Chan
64498,J,Chan
36332,J,Chan
74058,M,White
36436,M,White
36439,M,White
36442,M,White
36444,M,White
36446,M,White
36447,M,White
74059,M,White
51012,M,White
36374,M,White
36309,P,Simpson
29912,P,Simpson
54513,,
29907,A,Fout
74067,A,Gewirth
74066,A,Gewirth
74068,A,Gewirth
74069,A,Gewirth
74070,A,Gewirth
75230,A,Gewirth
75231,A,Gewirth
75232,A,Gewirth
75233,A,Gewirth
75234,A,Gewirth
31620,A,Gewirth
29909,M,Koerner
63017,M,Koerner
63018,M,Koerner
63019,M,Koerner
63020,M,Koerner
54514,,
29908,J,Rodriguez Lopez
31626,E,Tajkhorshid
31628,M,Backlund
62728,S,Hirata
29917,P,Jain
31630,E,Oldfield
31631,E,Oldfield
31632,E,Oldfield
31633,J,Vura-Weis
31634,J,Vura-Weis
31575,J,Vura-Weis
38340,H,Wang
61142,C,Evans
69977,G,Girolami
69976,G,Girolami
75869,G,Girolami
47808,Q,Chen
47810,Q,Chen
71920,N,Gabrielson
40172,D,Decoste
40173,D,Decoste
54515,,
10508,,
29928,L,Olshansky
29931,L,Mirica
57600,L,Mirica
29935,H,Han
29939,J,Sweedler
29946,W,van der Donk
42841,D,Sarlah
29949,D,Sarlah
49328,M,Burke
49329,M,Burke
29918,N,Makri
29953,Z,Luthey-Schulten
74587,Z,Luthey-Schulten
29955,M,Gruebele
60383,A,Mehta
29957,D,Mitchell
61819,D,Flaherty
46582,R,Nuzzo
43843,G,Girolami
10512,,
74542,L,Munjanja
64937,S,Silverman
10514,,
54732,Z,Lien
42602,C,Shih
45861,C,Shih
50541,Z,Lien
31585,C,Shih
50724,C,Shih
31586,C,Shih
57342,C,Shih
31589,C,Shih
48010,C,Shih
29973,C,Shih
49244,C,Shih
49243,C,Shih
29979,C,Shih
42884,C,Shih
10517,,
33609,S,Hong
33611,T,Su
33615,S,Hong
33618,T,Su
33601,S,Mejia
59389,J,Trask
46159,R,Yarnot
33657,E,Fujimoto
33661,S,Martenies
33667,S,Martenies
33669,S,Martenies
33671,E,Fujimoto
33673,E,Fujimoto
74602,E,Fujimoto
74603,S,Martenies
33648,S,Martenies
66910,B,Melesse
64041,,
59577,N,Cardenas Gonzalez
74525,J,Kolisetty
10519,,
29988,R,Gobin
74473,S,Ashrafi
74474,S,Ashrafi
74475,M,Pebole
74476,M,Pebole
68861,H,Klonoff-Cohen
68329,A,Rinaldi-Miles
57350,A,Rinaldi-Miles
29992,,
57351,,
70237,R,Kersh
38824,B,Ogunjesa
38825,B,Ogunjesa
38821,C,Chiu
29994,M,Raj
38827,H,Xu
38828,M,Yerkin
38829,M,Yerkin
38830,H,Xu
38826,C,Mamaril
65050,M,Mendy
65052,M,Mendy
65055,M,Yerkin
65056,M,Yerkin
64915,C,Mamaril
29997,S,Geiger
68385,,
31593,E,Frasca
31594,J,Bensken
31596,J,Bensken
31597,O,Akingbule
69983,J,Bensken
31598,E,Frasca
73248,Y,Jan
47340,C,Clarke
10521,,
58803,M,Hernandez
58804,M,Hernandez
30000,,
59825,,
62033,A,Schwingel
62031,A,Schwingel
40991,H,Kang
30003,H,Kang
45430,N,Gothe
45432,N,Gothe
30011,C,Mamaril
35557,T,Seraphin
35550,,
33625,T,Hale
30015,L,Barnes
58223,B,Quick
58248,B,Quick
72026,T,Hale
72027,T,Hale
30020,C,Clarke
75774,C,Chiu
68423,C,Chiu
68424,C,Chiu
30023,W,Rogers
40976,W,Rogers
53908,R,Smith
59884,S,Lara-Cinisomo
74596,S,Lara-Cinisomo
56621,K,Carlson
74439,,
72039,T,Guigma
72041,T,Guigma
72038,,
71368,X,Gao
61101,X,Gao
59589,,
74449,T,Guigma
56662,,
69900,S,Aguinaga
73056,,
46406,T,Seraphin
61099,T,Seraphin
60250,T,Seraphin
48023,A,Woods
10523,,
72526,T,Seraphin
72525,C,Mamaril
54188,H,Kang
70909,L,Barnes
10525,,
67347,D,Gary
67348,Z,White
67349,L,Jackson
67350,M,McGrath
67351,A,Fitzjarrald
73571,A,Fitzjarrald
72403,A,Fitzjarrald
72406,E,Jakobsson
31625,P,Fritzsche
55838,M,Ehrlich
40536,G,Giorgio
10437,,
73681,N,Latham
71957,,
71959,,
66096,R,Lindgren
10440,,
47383,,
47385,G,Gonzalez Rivera
47386,C,Krist
45188,,
35708,,
35724,A,Poetzel
38747,S,Dean
36449,J,Hale
31475,S,Dean
70294,S,Dean
31474,S,Dean
64402,S,Dean
70296,S,Dean
31476,S,Dean
31478,C,Dornfeld Tissenbaum
31481,,
31482,,
66095,S,Dean
61063,,
51148,M,Gonzalez
61064,,
29862,S,Smith
41202,,
51091,A,Poetzel
51242,A,Poetzel
64403,A,Poetzel
35727,G,Martinez Negrette
64952,,
64954,G,Martinez Negrette
66943,G,Martinez Negrette
76260,M,Tissenbaum
76259,M,Tissenbaum
76261,M,Tissenbaum
72834,R,Lindgren
72835,R,Lindgren
52613,I,Nunez Cortez
52614,I,Nunez Cortez
63264,M,Gonzalez
63269,M,Gonzalez
63263,M,Gonzalez
31458,S,Dean
31460,,
64404,B,Hug
67691,,
67692,,
67693,,
69957,,
31470,K,Moller
31477,,
55488,,
31473,N,MacGregor
43075,N,MacGregor
68456,N,MacGregor
66084,N,MacGregor
66085,S,McCarthey
66086,N,MacGregor
67695,,
66087,,
72992,L,Paquette
66119,,
66120,,
67449,A,Poetzel
75831,A,Poetzel
67687,,
75836,,
29879,C,Dornfeld Tissenbaum
71646,C,Dornfeld Tissenbaum
49011,L,Thorstensson Davila
66944,L,Thorstensson Davila
67703,R,Gutierrez
53603,I,Nunez Cortez
43182,S,Smith
75447,K,Moller
74810,,
59374,C,Krist
59427,B,Hug
63828,B,Hug
64224,B,Hug
64225,B,Hug
35738,S,Lee
70821,C,D'Angelo
51011,K,Moller
39529,J,Gallagher
35656,J,Jegerski
40562,A,Willis
55511,A,Willis
10450,,
10443,,
10452,,
41113,J,Hart
45844,D,Butler
45845,,
45846,,
45847,,
45848,,
45849,,
45850,,
45851,,
45852,,
60478,A,Augoustakis
71429,,
71430,,
30033,J,Solomon
30039,K,Sanders
39017,K,Sanders
33538,,
33767,,
33773,,
33775,,
33777,,
33786,,
33741,,
33745,,
40204,,
40205,,
40206,,
38978,,
38911,,
33806,J,Solomon
71925,M,Hadjipolycarpou
74899,B,Kaufman
63183,,
10535,,
61804,J,Schumacher
63188,B,Walters
71052,A,Tzanetou
71436,,
71440,,
71441,,
71442,,
71443,,
71444,,
72934,,
72937,,
72938,,
72939,,
70306,J,Solomon
72043,B,Kaufman
57613,A,Traill
70145,R,Mathisen
70144,R,Mathisen
39446,,
10542,,
64691,,
73839,,
62850,D,Leon Ruiz
73922,V,Richards
