crn, instructorFirstName, instructorLastName
73868,V,Richards
73870,V,Richards
73871,V,Richards
73873,V,Richards
73874,V,Richards
73875,V,Richards
73880,V,Richards
73881,V,Richards
73883,V,Richards
73884,V,Richards
73887,V,Richards
73888,V,Richards
73889,V,Richards
73890,V,Richards
73892,V,Richards
73893,V,Richards
73894,V,Richards
73895,V,Richards
73898,V,Richards
73899,V,Richards
74776,V,Richards
73818,V,Richards
74777,V,Richards
74778,V,Richards
74779,V,Richards
76105,V,Richards
74780,V,Richards
74781,V,Richards
73727,V,Richards
73728,V,Richards
73729,V,Richards
73730,V,Richards
73731,V,Richards
73732,V,Richards
74783,V,Richards
74083,V,Richards
74084,V,Richards
76106,V,Richards
76000,V,Richards
76001,V,Richards
74784,V,Richards
74785,V,Richards
73733,V,Richards
76107,V,Richards
74081,V,Richards
74082,V,Richards
73734,V,Richards
73735,V,Richards
73736,V,Richards
74786,V,Richards
74787,V,Richards
73737,V,Richards
73738,V,Richards
74788,V,Richards
73739,V,Richards
73742,V,Richards
73743,V,Richards
73744,V,Richards
73745,V,Richards
73746,V,Richards
73748,V,Richards
73749,V,Richards
73750,V,Richards
73751,V,Richards
73752,V,Richards
73753,V,Richards
73754,V,Richards
74789,V,Richards
74900,V,Richards
74910,V,Richards
74911,V,Richards
74912,V,Richards
74913,V,Richards
74914,V,Richards
74915,V,Richards
74916,V,Richards
74917,V,Richards
74918,V,Richards
74919,V,Richards
74901,V,Richards
74920,V,Richards
74921,V,Richards
74922,V,Richards
74923,V,Richards
74924,V,Richards
74925,V,Richards
74926,V,Richards
74927,V,Richards
74928,V,Richards
74929,V,Richards
74902,V,Richards
74930,V,Richards
74940,V,Richards
74943,V,Richards
74945,V,Richards
74946,V,Richards
74947,V,Richards
74903,V,Richards
74905,V,Richards
74906,V,Richards
74907,V,Richards
74908,V,Richards
74909,V,Richards
74948,V,Richards
74995,V,Richards
74996,V,Richards
74997,V,Richards
74998,V,Richards
74999,V,Richards
75000,V,Richards
75001,V,Richards
75002,V,Richards
75003,V,Richards
75004,V,Richards
74949,V,Richards
75005,V,Richards
75006,V,Richards
75007,V,Richards
75008,V,Richards
75009,V,Richards
75010,V,Richards
75011,V,Richards
75012,V,Richards
75013,V,Richards
75014,V,Richards
74950,V,Richards
75016,V,Richards
75017,V,Richards
75018,V,Richards
75019,V,Richards
75020,V,Richards
75021,V,Richards
74951,V,Richards
74952,V,Richards
74953,V,Richards
74954,V,Richards
74955,V,Richards
74956,V,Richards
76110,V,Richards
76119,V,Richards
76120,V,Richards
76121,V,Richards
76122,V,Richards
76123,V,Richards
76124,V,Richards
76131,V,Richards
76111,V,Richards
76112,V,Richards
76113,V,Richards
76114,V,Richards
76115,V,Richards
76116,V,Richards
76117,V,Richards
76118,V,Richards
59583,,
53341,,
53308,,
53309,,
53310,,
59502,,
53311,,
53348,,
53314,,
53316,,
53317,,
59503,,
53346,,
53321,,
53323,,
53325,,
53326,,
53320,,
53338,,
53339,,
53343,,
53342,,
53344,,
53345,,
53347,,
53328,,
53305,,
59508,,
59582,,
53312,,
59504,,
59510,,
53351,,
53352,,
59509,,
53353,,
53354,,
53329,,
59506,,
63895,,
60331,,
53356,,
53357,,
53360,,
53359,,
53365,,
53367,,
53368,,
53369,,
53371,,
59511,,
53372,,
53373,,
53307,,
53349,,
53374,,
53377,,
53376,,
53375,,
53397,,
53399,,
53390,B,Quick
55675,,
53393,,
53394,,
53391,,
53400,,
53401,,
53402,,
53392,,
53405,,
53407,,
53409,,
53410,,
53412,,
53413,,
53414,,
53417,,
53418,,
53419,,
53420,,
53422,,
53423,,
53427,,
53428,,
53431,,
53430,,
53429,,
53432,,
53434,,
53583,,
62944,,
53445,G,Giorgio
55623,J,Moist
69997,J,Moist
53450,,
53451,M,Michael
53452,M,Michael
61258,M,Michael
53454,,
53455,,
53456,,
67873,,
67874,,
74485,T,Wright-Dixon
74486,T,Wright-Dixon
70044,K,Ditewig-Morris
72052,K,Ditewig-Morris
53458,,
53459,,
53467,L,Guntzviller
53469,,
53470,,
53471,,
53472,,
53473,,
53475,,
53474,,
53468,,
53463,M,Poole
53464,M,Koven
76166,,
61114,,
70057,,
70359,B,Huff
71911,B,Huff
71913,J,Cisneros
74522,J,Cisneros
61727,,
53992,,
64495,,
53993,,
53476,T,Dixon
53477,,
53478,,
53479,,
53480,,
53991,S,Jackson
56614,,
53485,J,Murphy
53494,C,Jacobs
65091,M,Ramey
65092,M,Ramey
61773,,
65085,,
61374,M,Bishop
56053,M,Ramey
59845,,
59846,,
59843,,
59844,,
61808,,
59842,,
59839,,
59840,,
59841,,
53584,,
53504,S,Jackson
53997,E,Van Duyn
66408,B,Gipson
65641,T,Wright-Dixon
53506,E,Van Duyn
53998,C,Bigman-Galimore
66367,,
53505,C,Finnegan
64502,W,Barley
64501,W,Barley
53509,M,Poole
53508,M,Poole
53523,E,Bigsby
53522,E,Bigsby
53529,B,Huff
72976,B,Huff
54004,C,Thompson
54003,C,Thompson
55668,B,Quick
55639,B,Quick
66752,C,Bigman-Galimore
66751,C,Bigman-Galimore
53585,,
53586,,
53536,C,Jacobs
53535,C,Jacobs
53554,M,Koven
53548,M,Koven
53564,J,Yang
53562,J,Yang
60949,L,Weiner
63844,L,Clark
53576,L,Guntzviller
53577,C,Thompson
53578,W,Barley
53580,E,Bigsby
53579,T,Dixon
57571,J,Murphy
71421,C,Finnegan
63275,T,O'Gorman
54291,J,Caughlin
62134,L,Weiner
53587,,
60574,L,Guntzviller
58884,M,Poole
53588,,
70585,J,Zilles
31643,J,Arbelaez
31644,J,Arbelaez
58247,J,Arbelaez
63201,J,Arbelaez
63222,J,Arbelaez
31645,J,Arbelaez
75998,K,Lambert
42384,C,Riggins
15375,G,Czapar
58408,J,Rutkoski
33486,N,Seiter
45228,N,Seiter
33476,N,Seiter
33507,A,Studer
74599,A,Studer
57822,A,Margenot
72363,,
72537,,
10562,,
43811,S,Mideros Mora
58531,A,Margenot
57596,M,Villamil
67302,D,Lee
55735,D,Lee
73590,A,Taylor
73591,A,Taylor
58725,J,Juvik
30084,D,Riechers
37667,Z,Madak-Erdogan
33573,A,Lipka
34027,A,Lipka
34045,A,Lipka
34058,A,Lipka
55891,A,Lipka
71380,N,Martin
46800,S,Moose
35516,L,Hanks
76102,D,Lee
76103,D,Lee
72907,S,Hind
74593,S,Hind
49925,E,Ainsworth
49502,T,Jamann
46816,H,Dokoohaki
46817,H,Dokoohaki
46809,H,Dokoohaki
66629,E,Sacks
65647,E,Sacks
10567,,
62144,J,Zilles
63696,D,Lee
37023,J,Juvik
37021,J,Juvik
33589,S,Burgess
33591,S,Burgess
10569,,
30094,E,Gunter
59684,E,Gunter
35883,N,Davis
35886,N,Davis
35889,N,Davis
35890,N,Davis
35893,N,Davis
61077,N,Davis
35915,N,Davis
35896,N,Davis
35902,N,Davis
35907,N,Davis
35899,N,Davis
35918,N,Davis
61078,N,Davis
35910,N,Davis
35913,N,Davis
62682,N,Davis
62683,N,Davis
62913,N,Davis
62914,N,Davis
75825,,
75827,,
75828,,
72187,,
75829,,
75832,,
75834,,
75835,,
75837,,
75838,,
75839,,
75840,,
75841,,
75842,,
75843,,
75844,,
75845,,
75847,,
35823,C,Zilles
35824,C,Zilles
47174,C,Zilles
35827,C,Zilles
35828,C,Zilles
35847,C,Zilles
35831,C,Zilles
35832,C,Zilles
35833,C,Zilles
35835,C,Zilles
35836,C,Zilles
35837,C,Zilles
35838,C,Zilles
35843,C,Zilles
47175,C,Zilles
35854,C,Zilles
35856,C,Zilles
35858,C,Zilles
71813,W,Fagen-Ulmschneider
71814,,
71815,,
71816,,
71817,,
71818,,
71819,,
71820,,
71821,,
71822,,
71823,,
74481,,
74482,,
74490,,
74491,,
74492,,
74493,,
74494,,
74495,,
74496,,
74497,,
74498,,
74499,,
74477,G,Challen
35876,G,Challen
66322,M,Woodley
75289,,
75290,,
75291,,
75292,,
75293,,
75294,,
75295,,
74479,,
74480,,
74508,,
74509,,
74510,,
74511,,
74512,,
74513,,
74514,,
74515,,
75285,,
75286,,
75287,,
75288,,
74478,M,Nowak
75244,M,Nowak
51469,B,Cosman
30102,B,Cosman
72280,B,Cosman
59602,B,Cosman
51495,B,Cosman
51500,Q,Zhou
40083,Q,Zhou
72281,Q,Zhou
63144,Q,Zhou
51496,Q,Zhou
71734,B,Cosman
58923,B,Cosman
31509,G,Challen
58187,B,Cosman
69687,G,Challen
69686,G,Challen
55186,G,Challen
31515,C,Lewis
63523,C,Lewis
64582,R,Cunningham
64583,R,Cunningham
64584,R,Cunningham
64585,R,Cunningham
31516,R,Cunningham
64586,R,Cunningham
64587,R,Cunningham
43360,R,Cunningham
43359,R,Cunningham
74483,R,Cunningham
74484,M,Woodley
75785,,
75788,,
75790,,
75792,,
75794,,
75796,,
35917,C,Evans
35919,C,Evans
72271,C,Evans
72273,C,Evans
75823,C,Evans
75821,C,Evans
75822,C,Evans
75824,C,Evans
63733,G,Herman
64513,G,Herman
72275,G,Herman
72276,G,Herman
63735,,
63737,,
63739,,
63734,S,Ghose
73071,W,Fagen-Ulmschneider
76205,L,Angrave
66269,,
75920,,
75921,,
75922,,
75923,,
75924,,
51477,,
57584,,
57585,,
59531,L,Angrave
51471,L,Angrave
51472,L,Angrave
51473,L,Angrave
51474,L,Angrave
51475,L,Angrave
66270,L,Angrave
66271,L,Angrave
66272,L,Angrave
51476,L,Angrave
66273,L,Angrave
46648,L,Angrave
45300,L,Angrave
66268,L,Angrave
45328,M,Woodley
45325,M,Woodley
74767,B,Solomon
74768,,
74770,,
31518,M,Beckman
62763,S,Ghose
57758,L,Angrave
53280,M,Silva
63536,M,Silva
72361,H,Liu
66306,H,Liu
66307,H,Liu
66303,H,Liu
66304,H,Liu
66305,H,Liu
76052,,
76054,,
76056,,
66298,H,Liu
76142,H,Liu
72090,,
70643,,
70644,,
70645,,
72092,,
72094,,
66451,,
72201,,
66453,,
66455,,
66445,J,Erickson
66454,J,Erickson
70641,N,Kani
66446,,
66447,,
66448,,
66449,,
66450,,
66452,,
14855,,
75641,T,Williams
75708,T,Williams
75642,Y,Gertner
75709,Y,Gertner
76149,A,Miller
67393,C,Zhai
73824,C,Zhai
73825,C,Zhai
72358,A,Alawini
75725,A,Alawini
75726,A,Alawini
30109,A,Alawini
40086,A,Alawini
67652,Y,Park
69827,Y,Park
48711,A,Banerjee
61986,A,Banerjee
43357,A,Banerjee
43358,A,Banerjee
33540,,
39196,,
36119,J,Hart
36121,J,Hart
67033,J,Hart
65906,E,Gunter
65907,E,Gunter
30128,E,Gunter
40087,E,Gunter
51775,T,Abdelzaher
51776,T,Abdelzaher
72128,M,Bailey
76108,M,Bailey
36091,M,Bailey
57769,M,Bailey
43355,V,Adve
43356,V,Adve
71009,R,Jabbarvand Behrouz
36104,R,Jabbarvand Behrouz
36107,R,Jabbarvand Behrouz
36069,S,Adve
43363,S,Adve
76265,P,Godfrey
76266,P,Godfrey
76267,,
75719,M,Caesar
75715,M,Caesar
75717,M,Caesar
36061,R,Roy Choudhury
57772,R,Roy Choudhury
61199,R,Kravets
61201,R,Kravets
67003,M,Fleck
67004,M,Fleck
74468,M,Morales Aguirre
74467,M,Morales Aguirre
74471,M,Morales Aguirre
65086,Y,Wang
65087,Y,Wang
46792,L,Gui
46793,L,Gui
70473,J,Hockenmaier
63292,J,Hockenmaier
63293,J,Hockenmaier
36016,A,Kloeckner
36020,A,Kloeckner
69008,,
69009,,
69010,,
69013,,
66966,,
66968,,
66971,,
66969,,
66970,,
69011,,
49547,A,Bates
72159,A,Bates
49550,G,Wang
49551,G,Wang
74739,C,Gunter
67943,B,Bailey
67945,B,Bailey
67946,B,Bailey
67944,B,Bailey
76292,B,Bailey
43389,B,Bailey
72163,B,Bailey
43388,B,Bailey
56646,B,Bailey
51764,M,El-Kebir
51765,M,El-Kebir
76099,M,El-Kebir
76100,M,El-Kebir
70159,S,Har-Peled
72165,S,Har-Peled
75407,M,Viswanathan
75408,M,Viswanathan
64565,S,Misailovic
64566,S,Misailovic
52040,S,Jacobson
58069,S,Jacobson
58793,,
67070,S,Patel
73997,S,Patel
65816,M,Beckman
54321,M,Bashir
67520,Y,Gertner
66834,Y,Gertner
30139,M,Woodley
72830,,
70418,H,Lane
71075,H,Lane
31537,D,Vasisht
52151,D,Vasisht
40094,G,Chowdhary
47171,G,Chowdhary
43670,E,Shaffer
52640,E,Shaffer
31531,M,Caesar
49838,R,Cunningham
31535,R,Cunningham
66825,R,Kumar
66826,R,Kumar
10465,,
75612,S,Lumetta
75700,S,Lumetta
43351,K,Chang
74018,E,Shaffer
35905,E,Shaffer
54414,G,Rosu
59677,T,Xu
41596,T,Xu
35912,D,Marinov
75454,J,Torrellas
54666,Z,Kalbarczyk
75754,Z,Kalbarczyk
75892,K,Nahrstedt
75414,M,Telgarsky
74766,N,Jiang
37132,S,Lazebnik
76188,S,Lazebnik
75562,P,Smaragdis
74740,H,Ji
48226,J,Hummel
57701,E,Solomonik
55575,L,Olson
75418,B,Li
54776,,
54597,C,Fletcher
75897,K,Karahalios
33563,J,Balog
71847,J,Meseguer
51780,M,Forbes
76144,R,Mehta
75420,R,Mehta
70702,T,Warnow
75421,S,Sinha
61241,C,Chekuri
60031,S,Mitra
76179,S,Mitra
75422,D,Forsyth
35958,N,Amato
35937,N,Amato
35942,T,Xu
58740,L,Sha
35946,R,Kravets
41977,R,Kravets
35961,R,Kravets
49716,R,Jabbarvand Behrouz
35986,M,Beckman
62086,A,Kirlik
69375,A,Renear
54746,A,Banerjee
66318,,
46988,C,Mendis
70734,P,Delgosha
40415,D,Hoiem
43666,E,Chandrasekharan
46990,G,Singh
72110,H,Zhao
63587,H,Sundaram
72124,K,Hauser
43667,M,Parthasarathy
55918,L,Rauchwerger
70683,F,Liang
59671,S,Gupta
72357,S,Gupta
57783,S,Wang
70199,T,Chan
36034,A,Kloeckner
36032,A,Kloeckner
64288,,
67071,S,Patel
73998,S,Patel
70170,S,Har-Peled
72228,S,Har-Peled
36083,S,Adve
43364,S,Adve
36110,R,Jabbarvand Behrouz
36112,R,Jabbarvand Behrouz
36122,J,Hart
36124,J,Hart
67034,J,Hart
66539,S,Wang
66541,S,Wang
65101,C,Kinson
65102,C,Kinson
65103,C,Kinson
65104,C,Kinson
70865,V,Veeravalli
70866,V,Veeravalli
35031,B,Mercer
41371,B,Mercer
36852,K,James
62979,K,James
59127,K,James
64703,A,Statt
64706,A,Statt
73975,S,Maslov
55576,L,Olson
57702,E,Solomonik
73996,R,Kumar
74019,E,Shaffer
35909,E,Shaffer
65112,F,Liang
70266,F,Liang
72240,P,Fischer
67101,J,Dudek
63285,K,Emmert
71425,J,Dudek
45273,M,Furlong
45268,A,Bales
45271,E,Hoffman
47655,D,Jennings
45269,C,Vanjonack
50343,J,Price
45276,W,Morrow
45277,C,Christoff
45274,J,Price
74521,A,Hassinger
61647,C,Vanjonack
45280,J,Rubins
45279,A,Bales
57710,A,Shakar
54259,J,Price
45282,C,Van Landingham
61787,Z,McVicker
45284,J,Rubins
45283,J,Rubins
45286,J,Rubins
45285,J,Rubins
45288,C,Van Landingham
45287,C,Van Landingham
45349,,
60208,M,Hurley
66357,T,Sanders
66356,T,Sanders
45291,A,Shakar
45292,A,Garcia
45293,A,Hassinger
45294,C,Kempf
45977,,
58603,,
66287,,
66288,,
66290,,
66291,,
66292,,
66293,,
66286,W,Hassan
35652,R,Tempest
65041,I,Baron
35845,E,Calderwood
10453,,
10454,,
73577,A,Hunt
74103,,
30154,,
74957,E,Calderwood
71351,N,Taub
63455,L,Maggid Alon
72548,R,Harris
65870,B,Malekin
67744,R,Trilling
33449,,
63197,B,Walters
71053,A,Tzanetou
41089,L,Kaganovsky
74003,M,Song
53945,E,Stoppino
40493,,
40495,,
40496,,
40497,,
40498,,
40502,,
30159,R,Rushing
63054,V,Hoefig
63059,V,Hoefig
63063,V,Hoefig
71786,V,Hoefig
71788,V,Hoefig
71789,V,Hoefig
58534,V,Hoefig
33891,R,Barrett
61893,R,Jenkins
61894,R,Jenkins
61895,R,Jenkins
61868,R,Jenkins
33894,A,Stevens
39525,H,Nazar
55610,,
46870,I,Hunt
33951,H,Druhet
49507,C,Niekerk
47202,G,Persiani
47206,G,Persiani
47208,G,Persiani
47210,G,Persiani
46577,R,Harris
52113,R,Tempest
57619,A,Traill
39455,E,Stoppino
62106,G,Gasyna
62105,G,Gasyna
76039,R,Tierney
76038,R,Tierney
30163,,
10458,,
40466,H,Murav
43344,D,Long
72613,R,Ivashkiv
73863,R,Ivashkiv
43164,M,Keller
49581,C,Fornoff
76048,G,Gasyna
70079,L,Kaganovsky
10460,,
10462,,
43842,K,Ritter
10577,,
33749,R,De Jesus-Valentin
57746,T,Lewis
46037,A,Chin
64564,K,Beck
68289,,
59052,K,Beck
33859,,
31673,C,MacMaster
55763,,
62776,S,Mininsohn
31685,J,Henss
31686,L,Chiaramonte
31687,,
29751,,
29755,,
64505,B,Anderson
31697,T,Ciofalo
29774,A,Sapozhnikov
29776,,
40081,,
40909,,
68132,J,Toenjes
70399,,
75040,J,Erkert
67820,R,Nettl-Fiol
65006,L,Chiaramonte
64506,B,Anderson
67325,,
67324,,
67312,,
64318,,
39477,T,Ciofalo
29781,H,Kalogridis
57762,C,Nance
75383,J,Monson
61367,C,Nance
72998,C,Nance
31688,,
29783,S,Hook
38831,B,Anderson
38844,,
58098,,
71467,J,Erkert
62968,L,Chiaramonte
31670,T,Ciofalo
63359,R,Nettl-Fiol
47753,B,Allen
72996,,
72999,,
51604,,
29795,J,Monson
63248,S,Hook
40933,,
31710,,
29798,S,Mininsohn
29799,R,Nettl-Fiol
59109,L,Chiaramonte
64507,B,Anderson
67322,,
67313,,
67321,,
64270,A,Sapozhnikov
39480,T,Ciofalo
10585,,
16386,J,Monson
39482,J,Monson
54318,,
75389,J,Monson
72997,,
73002,,
39484,,
29814,J,Monson
75044,S,Hook
39487,,
29815,L,Chiaramonte
76155,C,Nance
67891,C,Nance
65088,J,Monson
29824,J,Monson
44202,C,Oliver
62525,J,Monson
40472,J,Monson
50808,S,Hook
75903,R,Switzky
75905,R,Switzky
75946,R,Switzky
34320,K,Chow
34321,K,Chow
34322,K,Chow
34323,K,Chow
34324,K,Chow
34325,K,Chow
34326,K,Chow
38401,A,Mayer
41086,A,Mayer
10596,,
49158,X,Chen
74002,M,Song
47186,C,Callahan
47187,C,Callahan
47188,C,Callahan
47190,C,Callahan
47191,C,Callahan
47193,C,Callahan
29830,C,Callahan
47201,G,Persiani
47205,G,Persiani
47207,G,Persiani
47209,G,Persiani
70085,J,Ha
10597,,
73298,C,Callahan
66526,D,Shao
73369,M,Song
31761,N,Gunji
62947,R,Wilson
33595,J,Chen
44270,R,Wilson
44269,R,Wilson
61806,R,Tierney
61803,R,Tierney
10599,,
38397,C,Callahan
41022,C,Callahan
29833,D,Shao
72614,R,Ivashkiv
73864,R,Ivashkiv
34264,K,Chow
31769,K,Ritter
31765,C,Shih
71374,J,Chen
29834,M,Sadler
35662,J,Jegerski
10003,,
10007,,
36785,,
36788,,
36780,,
36801,,
36794,,
55569,,
36798,,
55155,,
36781,,
55156,,
36778,,
36800,,
36792,,
36783,,
36796,,
62483,,
55568,H,Choi
36790,J,Schuh
62844,J,Makela
76036,K,Fang
76086,C,Schmitz
59864,,
59865,,
59866,,
59867,,
59868,,
59869,,
59870,,
59871,,
59872,,
59873,,
59875,,
59876,,
59878,,
59879,,
59880,,
62509,,
64596,,
64597,,
64598,,
64599,,
65253,,
65254,,
65255,,
65256,,
65257,,
65258,,
65260,,
65734,U,Bhowmik
66372,S,Bhat
75613,K,Levchenko
75614,U,Bhowmik
69256,C,Schmitz
69258,C,Schmitz
29836,E,Kudeki
68302,,
68303,,
68304,,
68305,,
68306,,
68307,,
68308,,
68309,,
68310,,
68311,,
68312,,
68313,,
60609,C,Radhakrishnan
31717,C,Radhakrishnan
36694,Z,Cheng
36831,Z,Cheng
36830,Z,Cheng
36828,Z,Cheng
36827,Z,Cheng
36825,Z,Cheng
36863,,
36891,,
36867,,
36874,,
36875,,
36881,,
36878,,
36888,,
36883,,
36709,,
36717,,
56612,,
56959,,
60837,,
76195,,
76196,,
76197,,
76198,,
76199,,
76200,,
76201,,
36696,A,Mironov
36702,J,Alvarez
36706,O,Mironenko
57718,M,Lee
57306,J,Alvarez
76092,O,Mironenko
76091,M,Lee
76206,A,Mironov
31722,A,Mironov
31723,J,Alvarez
31725,O,Mironenko
57719,M,Lee
76145,A,Mironov
76094,J,Alvarez
76095,O,Mironenko
76096,M,Lee
64601,,
64602,,
64603,,
64604,,
64605,,
64606,,
64607,,
64608,,
64610,,
64600,Y,Chen
66373,U,Bhowmik
66374,V,Kindratenko
66529,T,Moon
65960,U,Bhowmik
75621,T,Moon
52241,,
75622,J,Allen
75623,J,Allen
59854,K,Choquette
75624,K,Choquette
70543,F,Kamalabadi
58210,D,Katselis
58213,Z,Zhao
58591,Y,Bresler
58592,Y,Bresler
58593,Y,Bresler
70544,Y,Bresler
64886,Y,Baryshnikov
49976,O,Milenkovic
52208,A,Han
66503,B,Hajek
66505,B,Hajek
68868,B,Hajek
36862,P,Hillmer
36869,P,Hillmer
31727,X,Chen
31729,U,Ravaioli
31732,L,Waldrop
58237,O,Mironenko
58238,R,Zhang
76184,J,Schuh
75627,J,Schuh
54415,G,Gross
59020,J,Leburton
58224,S,Rakheja
58225,W,He
58226,J,Leburton
58228,V,Gruev
62848,N,Shanbhag
62113,V,Gruev
75629,N,Shanbhag
58230,C,Radhakrishnan
58231,C,Radhakrishnan
58233,C,Radhakrishnan
61458,C,Radhakrishnan
61459,C,Radhakrishnan
58234,E,Kudeki
58235,E,Kudeki
72114,,
72115,,
72116,,
72112,S,Bose
72091,,
70647,,
70648,,
70649,,
72093,,
72095,,
66548,,
72202,,
66550,,
66553,,
66542,J,Erickson
66552,J,Erickson
70642,N,Kani
66543,,
66544,,
66545,,
66546,,
66547,,
66549,,
64640,P,Song
36843,,
36856,,
36821,,
36823,,
36826,,
36835,,
36829,,
36838,,
36773,,
36803,,
36805,,
36720,Z,Cheng
50239,,
50240,,
50241,,
59766,,
61939,,
47766,,
66995,,
70441,,
76215,,
47765,N,Borisov
29852,L,Haken
10013,,
10010,,
40679,A,Aggarwal
53948,Y,Chen
48732,R,Ilie
31737,R,Ilie
31738,R,Ilie
73414,M,Hasegawa-Johnson
73415,M,Hasegawa-Johnson
75630,M,Hasegawa-Johnson
66381,L,Haken
29932,L,Haken
75631,A,Miller
58791,,
67069,S,Patel
58790,S,Patel
29937,,
29942,N,Kim
72394,N,Kim
63208,R,Reck
63212,R,Reck
63211,R,Reck
63210,R,Reck
63209,R,Reck
68112,M,Hasegawa-Johnson
75645,M,Hasegawa-Johnson
31821,T,Moon
31826,T,Moon
31829,T,Moon
31833,T,Moon
31840,T,Moon
31836,T,Moon
69017,,
69018,,
69019,,
69022,,
66982,A,Bates
66983,,
66986,,
66984,,
66985,,
69020,,
49549,A,Bates
72176,A,Bates
49552,G,Wang
49553,G,Wang
72170,M,Bailey
76109,M,Bailey
36102,M,Bailey
57771,M,Bailey
36066,R,Roy Choudhury
57774,R,Roy Choudhury
61195,R,Kravets
61197,R,Kravets
75646,Y,Vlasov
75647,Y,Vlasov
36808,,
36809,,
36819,,
36817,,
36816,,
36814,,
41682,,
36813,P,Froeter
36811,J,Lyding
75648,J,Lyding
29951,A,Fliflet
66840,,
66841,,
75649,,
66837,L,Goddard
67006,M,Fleck
67010,M,Fleck
73595,L,Gui
73597,L,Gui
39244,,
39245,,
39246,,
39243,J,Schutt-Aine
75650,J,Schutt-Aine
74196,X,Chen
70443,J,Alvarez
29959,J,Alvarez
39248,,
39249,,
39250,,
39247,G,Popescu
56118,S,Vasudevan
29963,A,Banerjee
42032,A,Banerjee
61862,,
54565,,
31891,,
31893,A,Banerjee
36913,,
36943,,
41536,,
59290,,
63483,,
69204,,
70610,,
75651,,
75652,,
75653,,
75654,,
75655,,
75656,,
75657,,
36956,M,Belabbas
75658,M,Belabbas
36985,M,Oelze
74008,M,Oelze
75683,M,Oelze
36973,M,Oelze
29964,A,Dominguez-Garcia
66706,S,Misailovic
66707,S,Misailovic
29966,E,Rosenbaum
31775,,
31777,,
31778,,
61864,,
66456,,
69131,,
75690,,
75691,,
75692,,
75693,,
75694,,
75695,,
31772,B,Hu
75696,B,Hu
70863,V,Veeravalli
70864,V,Veeravalli
36027,A,Kloeckner
36036,A,Kloeckner
68402,J,Allen
69830,J,Allen
75578,P,Dragic
58246,,
56406,A,Fliflet
73418,A,Fliflet
72067,E,Chitambar
72068,E,Chitambar
51703,J,Zhou
31768,J,Zhou
40680,A,Fliflet
40255,A,Fliflet
52146,S,Bogdanov
49449,S,Bogdanov
52550,S,Bogdanov
59768,S,Bogdanov
59105,Y,Vlasov
40681,Y,Vlasov
73699,Y,Vlasov
47430,Y,Vlasov
10018,,
29981,,
41517,,
75582,S,Lumetta
75699,S,Lumetta
73995,R,Kumar
29983,R,Dong
74012,R,Dong
75736,D,Liberzon
30430,D,Liberzon
29985,Z,Peng
75737,Z,Peng
74055,D,Ruzic
76257,C,Fletcher
54598,C,Fletcher
52442,D,Chen
50992,S,Bose
60274,Y,Shao
75743,Y,Shao
29989,D,Katselis
37127,J,Leburton
75751,J,Leburton
76176,W,Zhu
49836,Z,Kalbarczyk
75753,Z,Kalbarczyk
49835,A,Schwing
76177,A,Schwing
37131,S,Lazebnik
76187,S,Lazebnik
37133,Z,Liang
37140,I,Shomorony
74009,I,Shomorony
68111,P,Moulin
29998,R,Srikant
75967,R,Srikant
59664,K,Choquette
75765,K,Choquette
51781,M,Forbes
33577,M,Raginsky
54423,P,Hanumolu
75770,P,Hanumolu
59726,S,Mitra
76178,S,Mitra
75771,R,Ilie
70677,R,Ilie
75772,M,Hasegawa-Johnson
71131,M,Hasegawa-Johnson
72440,M,Beckman
10020,,
10023,,
37027,A,Stillwell
49452,A,Stillwell
51575,B,Cunningham
37033,B,Cunningham
56132,J,Kim
37034,J,Kim
72498,J,Huang
73943,R,Iyer
72446,S,Gupta
75799,S,Gupta
37025,Y,Zhao
10025,,
49867,,
36224,,
36227,,
36231,,
36233,,
36235,,
36379,,
61250,,
61251,,
61252,,
36243,,
36381,,
36249,,
36253,B,Buckley
71971,,
71973,,
36417,,
36421,,
36423,,
36427,,
36430,,
36432,,
36435,,
66329,,
36387,,
36389,,
36392,,
36395,,
46770,B,Buckley
63021,M,Perry
60804,J,Vazquez
38928,,
38931,,
38995,,
38996,,
46774,,
46775,,
46772,,
46773,,
37726,I,DiIanni
49945,,
37775,,
37779,,
37783,,
37785,,
37838,,
37792,,
37795,,
37799,,
37801,,
37804,,
37807,,
37809,,
37811,,
37812,,
37814,,
37837,,
37818,,
37772,R,Armendariz Buaun
37825,R,Armendariz Buaun
61214,K,Kennealy - Pierczynski
61215,K,Kennealy - Pierczynski
63924,K,Kennealy - Pierczynski
63925,K,Kennealy - Pierczynski
69201,S,Flores-Freeman
71311,T,Bilsbury
37840,,
37841,,
37842,,
37843,,
37844,,
37845,,
62208,,
62209,,
75883,,
37849,C,Schultz
37859,C,Schultz
37897,,
37876,,
37877,,
37880,,
37881,,
37882,,
37883,,
37895,,
37898,,
64678,H,Arvin-Rad
37869,H,Arvin-Rad
61569,P,Christensen
61576,P,Christensen
61581,P,Christensen
61586,P,Christensen
61591,P,Christensen
61596,P,Christensen
61564,P,Christensen
59660,,
60699,,
61393,,
59675,,
37923,,
37929,,
59934,,
70133,,
59661,I,DiIanni
61398,,
59666,,
59667,,
59668,,
59669,,
59670,,
59672,,
59673,,
57863,I,DiIanni
37904,,
37927,,
37930,,
37932,,
37913,,
37920,B,Buckley
64679,R,Zhao
