courseDept,courseNum,GPA,title
BADM,590,3.82,Seminar in Business Admin
BADM,593,3.51,Research in Special Fields
BADM,595,3.68,Business Fundamentals
BCOG,301,3.49,Intelligence and the Brain
BCS,115,3.63,South Slavic Cultures
BIOC,446,3.45,Physical Biochemistry
BIOC,455,3.19,Technqs Biochem & Biotech
BIOC,460,3.42,Biochemistry Senior Seminar
BIOE,100,3.97,Bioengineering Freshman Seminar
BIOE,120,3.83,Introduction to Bioengineering
BIOE,199,3.81,Undergraduate Open Seminar
BIOE,201,3.69,Conservation Principles Bioeng
BIOE,202,3.4,Cell & Tissue Engineering Lab
BIOE,205,3.17,Signals & Systems in Bioengrg
BIOE,206,3.2,Cellular Bioengineering
BIOE,210,3.46,Linear Algebra for Biomedical Data Science
BIOE,220,3.57,Bioenergetics
BIOE,298,3.4,Special Topics
BIOE,302,3.44,Modeling Human Physiology
BIOE,303,3.78,Quantitative Physiology Lab
BIOE,310,3.62,Comp Tools Bio Data
BIOE,360,3.57,Transport & Flow in Bioengrg
BIOE,398,3.86,Special Topics
BIOE,414,3.36,Biomedical Instrumentation
BIOE,415,3.74,Biomedical Instrumentation Lab
BIOE,420,3.69,Intro Bio Control Systems
BIOE,430,3.73,Intro Synthetic Biology
BIOE,435,3.84,Senior Design I
BIOE,436,3.95,Senior Design II
BIOE,476,3.6,Tissue Engineering
BIOE,479,3.96,Cancer Nanotechnology
BIOE,498,3.82,Special Topics
BIOE,502,3.83,Bioengineering Professionalism
BIOE,504,3.7,Analytical Methods in Bioeng
BIOE,505,3.64,Computational Bioengineering
BIOE,507,3.91,Advanced Bioinstrumentation
BIOE,573,3.36,Managing Business Operations
BIOE,574,3.81,Innovation and Introduction to Financial Decision Making
BIOE,575,3.78,Capstone Project
BIOE,598,3.77,Special Topics
BIOP,401,3.65,Introduction to Biophysics
BTW,250,3.58,Principles Bus Comm
BTW,261,3.64,Principles Tech Comm
BTW,263,3.61,Writing in the Disciplines
BTW,271,3.63,Persuasive Writing
BUS,101,3.83,Professional Responsibility and Business
BUS,199,3.87,Undergraduate Open Seminar
BUS,201,3.86,Business Dynamics
BUS,301,3.84,Business in Action
BUS,302,3.9,Principles of Professional Responsibility
CEE,195,3.72,About Civil Engineering
CEE,201,3.16,Systems Engrg & Economics
CEE,202,3.16,Engineering Risk & Uncertainty
CEE,300,3.0,Behavior of Materials
CEE,310,3.09,Transportation Engineering
CEE,320,3.49,Construction Engineering
CEE,330,3.45,Environmental Engineering
CEE,340,3.4,Energy and Global Environment
CEE,350,3.41,Water Resources Engineering
CEE,360,3.07,Structural Engineering
CEE,380,2.88,Geotechnical Engineering
CEE,398,3.64,Special Topics
CEE,401,3.44,Concrete Materials
CEE,406,3.14,Pavement Design I
CEE,407,3.38,Airport Design
CEE,408,3.2,Railroad Transportation Engrg
CEE,409,3.49,Railroad Track Engineering
CEE,410,3.26,Railway Signaling & Control
CEE,411,3.3,RR Project Design & Constr
CEE,412,3.82,High-Speed Rail Engineering
CEE,415,3.04,Geometric Design of Roads
CEE,416,3.19,Traffic Capacity Analysis
CEE,418,3.32,Public Transportation Systems
CEE,420,3.48,Construction Productivity
CEE,421,3.5,Construction Planning
CEE,422,3.4,Construction Cost Analysis
CEE,424,3.46,Sustainable Const Methods
CEE,430,3.56,Ecological Quality Engineering
CEE,432,3.64,Stream Ecology
CEE,433,3.47,Water Technology and Policy
CEE,434,3.62,Environmental Systems I
CEE,437,3.36,Water Quality Engineering
CEE,438,3.58,Science & Environmental Policy
CEE,440,3.34,Fate Cleanup Environ Pollutant
CEE,442,3.63,"Environmental Engineering Principles, Physical"
CEE,443,3.34,"Env Eng Principles, Chemical"
CEE,444,3.41,"Env Eng Principles, Biological"
CEE,446,3.22,Air Quality Engineering
CEE,447,3.18,Atmospheric Chemistry
CEE,449,3.36,Environmental Engineering Lab
CEE,450,3.67,Surface Hydrology
CEE,452,3.58,Hydraulic Analysis and Design
CEE,453,3.32,Urban Hydrology and Hydraulics
CEE,457,3.29,Groundwater
CEE,458,3.8,Water Resources Field Methods
CEE,460,3.32,Steel Structures I
CEE,461,3.19,Reinforced Concrete I
CEE,462,3.43,Steel Structures II
CEE,463,3.47,Reinforced Concrete II
CEE,465,3.32,Design of Structural Systems
CEE,467,3.08,Masonry Structures
CEE,468,3.57,Prestressed Concrete
CEE,469,3.55,Wood Structures
CEE,470,3.24,Structural Analysis
CEE,471,3.17,Structural Mechanics
CEE,472,3.49,Structural Dynamics I
CEE,480,2.9,Foundation Engineering
CEE,483,3.07,Soil Mechanics and Behavior
CEE,484,3.25,Applied Soil Mechanics
CEE,491,3.32,Decision and Risk Analysis
CEE,493,3.89,Sustainable Design Eng Tech
CEE,498,3.76,Special Topics
CEE,506,3.36,Pavement Design II
CEE,507,3.76,Repair of Civil Infrastructure
CEE,508,3.49,Pavement Evaluation and Rehab
CEE,509,3.45,Transportation Soils
CEE,512,3.53,Logistics Systems Analysis
CEE,515,3.36,Traffic Flow Theory
CEE,517,3.39,Traffic Signal Systems
CEE,524,3.73,Construction Law
CEE,525,3.73,Construction Case Studies
CEE,526,3.79,Construction Optimization
CEE,527,3.74,Constr Conflict Resolution
CEE,528,3.69,Construction Data Modeling
CEE,537,3.46,Water Quality Control Proc I
CEE,538,3.63,Water Quality Control Proc II
CEE,540,3.74,Remediation Design
CEE,557,3.79,Groundwater Modeling
CEE,559,3.81,Sediment Transport
CEE,560,3.5,Steel Structures III
CEE,561,3.8,Reinforced Concrete III
CEE,570,3.3,Finite Element Methods
CEE,572,3.73,Earthquake Engineering
CEE,575,3.63,Fracture and Fatigue
CEE,576,3.77,Nonlinear Finite Elements
CEE,580,3.36,Excavation and Support Systems
CEE,585,4.0,Deep Foundations
CEE,586,3.44,Rock Mechanics and Behavior
CEE,590,3.45,Geotechnical Field Measurement
CEE,592,3.83,Sustainable Urban Systems
CEE,598,3.7,Special Topics
CHBE,101,3.35,Hidden World of Engineering
CHBE,221,2.66,Principles of CHE
CHBE,321,2.98,Thermodynamics
CHBE,421,2.77,Momentum and Heat Transfer
CHBE,422,2.87,Mass Transfer Operations
CHBE,424,2.88,Chemical Reaction Engineering
CHBE,430,3.19,Unit Operations Laboratory
CHBE,431,3.09,Process Design
CHBE,440,3.1,Process Control and Dynamics
CHBE,452,3.67,Chemical Kinetics & Catalysis
CHBE,453,3.85,Electrochemical Engineering
CHBE,455,3.05,Polymers Synthesis and Industrial Applications
CHBE,456,3.16,Polymer Science & Engineering
CHBE,457,2.95,Microelectronics Processing
CHBE,471,3.12,Biochemical Engineering
CHBE,472,3.05,Techniques in Biomolecular Eng
CHBE,473,2.96,Biomolecular Engineering
CHBE,474,3.3,Metabolic Engineering
CHBE,475,3.38,Tissue Engineering
CHBE,476,3.67,Biotransport
CHBE,478,3.01,Bioenergy Technology
CHBE,494,3.42,Special Topics
CHBE,521,3.56,Applied Mathematics in CHBE
CHBE,522,3.61,Fluid Dynamics
CHBE,523,3.48,Heat and Mass Transfer
CHBE,525,3.57,Statistical Thermodynamics for Chemical Engineers
CHBE,551,3.5,Chemical Kinetics & Catalysis
CHBE,571,3.82,Bioinformatics
CHBE,594,3.67,Special Topics
CHEM,101,2.74,Introductory Chemistry
CHEM,102,2.52,General Chemistry I
CHEM,103,3.59,General Chemistry Lab I
CHEM,104,2.65,General Chemistry II
CHEM,105,3.59,General Chemistry Lab II
CHEM,108,3.74,"Chemistry, Everyday Phenomena"
CHEM,199,3.92,Undergraduate Open Seminar
CHEM,202,2.72,Accelerated Chemistry I
CHEM,203,3.09,Accelerated Chemistry Lab I
CHEM,204,2.74,Accelerated Chemistry II
CHEM,205,3.02,Accelerated Chemistry Lab II
CHEM,222,3.5,Quantitative Analysis Lecture
CHEM,223,3.14,Quantitative Analysis Lab
CHEM,232,2.68,Elementary Organic Chemistry I
CHEM,233,3.28,Elementary Organic Chem Lab I
CHEM,236,2.87,Fundamental Organic Chem I
CHEM,237,2.89,Structure and Synthesis
CHEM,312,2.9,Inorganic Chemistry
CHEM,315,3.07,Instrumental Chem Systems Lab
CHEM,317,3.26,Inorganic Chemistry Lab
CHEM,332,2.83,Elementary Organic Chem II
CHEM,360,3.41,Chemistry of the Environment
CHEM,420,2.99,Instrumental Characterization
CHEM,436,2.86,Fundamental Organic Chem II
CHEM,437,3.38,Organic Chemistry Lab
CHEM,440,3.2,Physical Chemistry Principles
CHEM,442,3.28,Physical Chemistry I
CHEM,444,3.05,Physical Chemistry II
CHEM,445,3.69,Physical Principles Lab I
CHEM,460,3.25,Green Chemistry
CHEM,474,3.11,Drug Discovery & Development
CHEM,483,3.46,Solid State Structural Anlys
CHEM,492,3.77,Special Topics in Chemistry
CHEM,512,3.58,Advanced Inorganic Chemistry
CHEM,524,3.71,Electrochemical Methods
CHEM,530,3.5,Structure and Spectroscopy
CHEM,532,3.47,Physical Organic Chemistry
CHEM,534,3.34,Advanced Organic Synthesis
CHEM,540,3.51,Quantum Mechanics
CHEM,544,3.55,Statistical Thermodynamics
CHEM,570,3.49,Concepts in Chemical Biology
CHEM,572,3.71,Enzyme Reaction Mechanisms
CHEM,576,3.81,Computational Chemical Biology
CHEM,584,3.58,Introduction to Materials Chem
CHEM,588,3.71,Physical Methods Mat Chem
CHEM,590,3.48,Special Topics in Chemistry
CHIN,203,3.4,Intermediate Chinese I
CHIN,242,2.75,Chinese Reading and Writing
CHLH,100,3.51,Contemporary Health
CHLH,101,3.4,Introduction to Public Health
CHLH,110,3.37,Intro to the Health Sciences
CHLH,125,3.83,Orientation KIN & Comm Health
CHLH,199,3.69,Undergraduate Open Seminar
CHLH,200,3.5,Mental Health
CHLH,201,3.51,Public Health Research Methods
CHLH,206,3.41,Human Sexuality
CHLH,210,3.59,Community Health Organizations
CHLH,243,3.66,Drug Use and Abuse
CHLH,244,3.0,Health Statistics
CHLH,250,3.57,Health Care Systems
CHLH,260,3.63,Introduction to Medical Ethics
CHLH,274,3.3,Introduction to Epidemiology
CHLH,304,3.65,Foundations of Health Behavior
CHLH,314,3.76,Introduction to Aging
CHLH,380,3.92,Orientation to Internship
CHLH,404,3.75,Gerontology
CHLH,407,3.89,"Disability, Culture & Society"
CHLH,409,3.59,Women's Health
CHLH,410,3.55,Public Health Practice
CHLH,415,3.57,International Health
CHLH,421,3.59,Health Data Analysis
CHLH,455,3.62,Health Services Financing
CHLH,456,3.65,Organization of Health Care
CHLH,457,3.67,Health Planning
CHLH,458,3.56,Health Administration
CHLH,469,3.67,Environmental Health
CHLH,474,3.53,Principles of Epidemiology
CHLH,494,3.78,Special Topics
CHLH,510,3.87,Public Health Dev
CHLH,540,3.5,Health Behavior: Theory
CHLH,550,3.94,Health Policy: United States
CHLH,572,3.57,Principles of Epidemiology
CHLH,573,3.56,Biostatistics in Public Health
CHLH,577,3.92,Health Program Evaluation
CHLH,594,3.76,Special Topics
CHP,199,3.87,Special Topics
CI,210,3.86,Introduction to Digital Learning Environments
CI,401,3.76,Introductory Teaching in a Diverse Society
CI,402,3.8,Teaching Diverse Middle Grade Students
CI,403,3.8,Teaching a Diverse High School Student Population
CI,404,3.79,Teaching and Assessing Secondary School Students
CI,405,3.76,Introduction to Teaching Elementary Age Children
CI,406,3.78,Theory Practice in Elementary School Teaching I
CI,407,3.79,Theory Practice in Elementary School Teaching II
CI,410,3.71,"Middle School Instruction, Philosophy and Structures"
CI,415,3.78,"Language Varieties, Cultures and Learning"
CI,420,3.47,Foundations of Early Childhood Education
CI,421,3.41,Principles and Practices in Early Childhood Education
CI,422,3.8,"Families, Communities, Schools"
CI,424,3.87,Child Development & Technology
CI,430,3.77,Teaching Children Mathematics
CI,431,3.72,Teaching Elementary Mathematics
CI,432,3.87,Investigative Approach to Elementary Mathematics Instruction
CI,433,3.78,Foundations of Bilingual Education
CI,435,3.97,Computer-Assisted Instruction
CI,437,3.86,Educational Game Design
CI,444,3.94,Social Studies in Early Childhood Education
CI,446,3.77,Culture in the Classroom
CI,448,3.85,Teaching Elementary Social Studies
CI,450,3.71,Teaching Elementary Science I
CI,451,3.88,Teaching Elementary Science II
CI,452,3.84,Social Studies as Action and Inquiry
CI,465,3.46,Language Literacy in Early Childhood Education I
CI,466,3.92,Language Literacy in Early Childhood Education II
CI,467,3.68,Principles in Teaching Literature to Children and Youth
CI,468,3.79,Children's Literature for Early Childhood Education
CI,471,3.64,Principles and Practices to Foster Independence in Reading
CI,472,3.96,Teaching Reading in Grades 4-12
CI,473,3.95,Disciplinary Literacy
CI,475,3.78,Teaching Elementary Reading and Language Arts I
CI,476,3.8,Teaching Elementary and Middle Grade Language Arts
CI,477,3.85,Bilingual/ESL Methods & Materials
CI,499,3.76,Issues and Development in Education
CI,507,3.28,Problems & Trends in Special Fields
CI,509,3.76,Curriculum Research
CI,517,3.83,Bilingual and English as a Second Language Assessment
CI,522,3.86,Arts in Early Childhood and Elementary: Curriculum in Context
CI,541,3.61,Learning in Science
CI,550,3.79,Methods of Educational Inquiry
CLCV,100,3.02,Vocabulary Building from Greek and Latin Roots
CLCV,102,3.47,Medical Terms-GRK & LAT Roots
CLCV,111,3.12,Mythology of Greece and Rome
CLCV,114,3.28,Introduction to Greek Culture
CLCV,115,3.5,Mythology of Greece and Rome
CLCV,116,3.37,The Roman Achievement
CLCV,120,3.66,The Classical Tradition
CLCV,131,3.39,"Classical Archaeology, Greece"
CLCV,132,3.16,"Class Archaeology, Rome-Italy"
CLCV,160,3.41,Ancient Greek & Roman Religion
CLCV,206,3.84,Classical Allusions in Cinema
CLCV,220,3.36,Origins of Western Literature
CLCV,221,3.28,Odysseus and Other Heroes
CLCV,222,3.61,Introduction to Greek and Roman Theater
CLCV,224,3.9,American Race and Ethnicity in the Classical Tradition
CLCV,225,3.8,"Greco-Roman Demo, Econ, Cult"
CLCV,231,3.55,Development of Ancient Cities
CLCV,232,3.55,Ancient Greek Sanctuaries
CLCV,240,3.41,Gender & Sexuality in Greco-Roman Antiquity
CLCV,323,3.4,The Comic Imagination
CLCV,443,3.17,The Archaeology of Greece
CLCV,444,3.15,The Archaeology of Italy
CMN,101,3.37,Public Speaking
CMN,102,3.15,Introduction to Communication
CMN,111,3.58,Oral & Written Comm I
CMN,112,3.66,Oral & Written Comm II
CMN,199,3.85,Undergraduate Open Seminar
CMN,210,3.19,Public Comm in Everyday Life
CMN,211,3.48,Business and Professional Communication
CMN,212,3.29,Intro to Organizational Comm
CMN,213,3.69,Small Group Communication
CMN,215,3.5,Interviewing: The Art and Science of Effective Questioning
CMN,220,3.43,Communicating Public Policy
CMN,230,3.23,Intro to Interpersonal Comm
CMN,231,3.48,Communication and Conflict
CMN,232,3.48,Intro to Intercultural Comm
CMN,250,3.43,Social Movement Communication
CMN,260,3.23,Intro to Health Communication
CMN,275,3.1,"Media, Money and Power"
CMN,277,2.88,Introduction to Mediated Communication
CMN,280,3.33,Comm Technology & Society
CMN,304,3.91,Communication Internship
CMN,310,2.98,The Rhetorical Tradition
CMN,312,3.3,Communicating for Innovation
CMN,320,3.72,Comm Controversy Public Policy
CMN,321,2.67,Strategies of Persuasion
CMN,323,3.56,Argumentation
CMN,326,3.11,Mass Media and the Audience
CMN,336,3.2,Family Communication
CMN,338,3.08,Relationships and Technologies
CMN,340,3.46,Visual Politics
CMN,345,2.85,Visual Media Effects
CMN,361,3.38,Storytelling as Oral Communication
CMN,368,3.22,Sexual Communication
CMN,370,3.67,Political Economy of Communication
CMN,375,3.14,Popular Media and Culture
CMN,377,3.22,Propaganda and Modern Society
CMN,396,3.15,Special Topics in Comm
CMN,410,3.5,Workplace Comm Technology
CMN,411,3.44,Organizational Comm Assessment
CMN,412,3.28,Adv Organizational Comm
CMN,413,3.74,Adv Small Group Communication
CMN,415,3.54,Classical Rhetorics
CMN,416,3.22,Early Modern Rhetorics
CMN,421,3.14,Persuasion Theory & Research
CMN,423,3.46,Rhetorical Criticism
CMN,424,3.28,Campaigning to Win
CMN,427,2.69,Children and the Media
CMN,429,2.98,Race and the Mass Media
CMN,432,3.86,Gender Communication
CMN,435,3.53,Adv Interpersonal Comm
CMN,437,3.17,Comm in Personal Relationships
CMN,450,3.35,Topics in Public Communication
CMN,462,3.25,Interpersonal Health Comm
CMN,463,3.38,Organizational Health Comm
CMN,464,3.39,Health Communication Campaigns
CMN,465,3.6,Social Marketing
CMN,476,3.51,Commercialism and the Public
CMN,496,3.29,Adv Topics in Communication
CMN,502,3.94,Health Comm Research Methods I
CMN,503,3.73,Health Comm Research MethodsII
CMN,504,3.92,Health & Family Communication
CMN,506,3.94,Health Informatics
CMN,529,4.0,Seminar Communication Theory
CMN,595,3.8,Special Problems
CPSC,112,3.16,Introduction to Crop Sciences
CPSC,113,3.45,"Environment, Agric, & Society"
CPSC,116,3.82,The Global Food Production Web
CPSC,117,3.85,Agriculture and Science of Coffee
CPSC,131,3.68,Agriculture in Mythology
CPSC,213,3.33,Evolution in Action
CPSC,215,3.04,The Prairie and Bioenergy
CPSC,241,2.88,Intro to Applied Statistics
CPSC,261,3.27,Biotechnology in Agriculture
CPSC,265,3.9,Genetic Engineering Lab
CPSC,270,3.13,Applied Entomology
CPSC,336,3.38,Tomorrow's Environment
CPSC,352,3.17,Plant Genetics
CPSC,412,3.56,Principles of Crop Production
CPSC,414,3.74,Forage Crops & Pasture Ecology
CPSC,415,3.79,Bioenergy Crops
CPSC,418,3.71,Crop Growth and Management
CPSC,419,3.95,Midwest Agricultural Practices
CPSC,426,3.49,Weed Mgt in Agronomic Crops
CPSC,431,3.35,Plants and Global Change
CPSC,437,3.71,Principles of Agroecology
CPSC,440,3.28,Applied Statistical Methods I
CPSC,441,3.61,Introduction to R Programming
CPSC,452,3.79,Advanced Plant Genetics
CPSC,453,3.55,Principles of Plant Breeding
CPSC,454,3.92,Plant Breeding Methods
CPSC,466,3.71,Genomics for Plant Improvement
CPSC,484,3.52,Plant Physiology
CPSC,498,3.92,Crop Sci Professional Develpmt
CPSC,499,3.95,Advanced Special Topics
CPSC,518,3.79,Crop Growth and Development
CPSC,541,3.55,Regression Analysis
CPSC,542,3.44,Applied Statistical Methods II
CPSC,543,3.84,Appl. Multivariate Statistics
CPSC,563,3.91,Chromosomes
CPSC,565,3.83,Perl & UNIX for Bioinformatics
CPSC,588,3.65,Plant Biochemistry
CPSC,593,3.81,Adv Studies in Crop Sciences
CS,100,3.76,Freshman Orientation
CS,101,3.38,Intro Computing: Engrg & Sci
CS,105,3.33,Intro Computing: Non-Tech
CS,125,3.44,Intro to Computer Science
CS,126,3.59,Software Design Studio
CS,173,3.03,Discrete Structures
CS,196,3.77,Freshman Honors
CS,199,3.81,Undergraduate Open Seminar in Computer Science
CS,210,3.65,Ethical & Professional Issues
CS,225,3.22,Data Structures
CS,233,3.2,Computer Architecture
CS,241,2.84,System Programming
CS,242,3.47,Programming Studio
CS,296,3.74,Honors Course
CS,357,3.16,Numerical Methods I
CS,361,3.4,Probability & Statistics for Computer Science
CS,374,2.67,Introduction to Algorithms & Models of Computation
CS,398,3.06,Special Topics
CS,410,3.85,Text Information Systems
CS,411,3.38,Database Systems
CS,412,3.39,Introduction to Data Mining
CS,414,3.21,Multimedia Systems
CS,418,3.33,Interactive Computer Graphics
CS,419,3.55,Production Computer Graphics
CS,420,3.29,Parallel Progrmg: Sci & Engrg
CS,421,3.4,Programming Languages & Compilers
CS,422,3.79,Programming Language Design
CS,423,3.44,Operating Systems Design
CS,424,3.54,Real-Time Systems
CS,425,3.27,Distributed Systems
CS,426,3.38,Compiler Construction
CS,427,3.46,Software Engineering I
CS,428,3.53,Software Engineering II
CS,429,3.42,"Software Engineering II, ACP"
CS,431,3.1,Embedded Systems
CS,433,3.37,Computer System Organization
CS,438,3.15,Communication Networks
CS,440,3.25,Artificial Intelligence
CS,445,3.61,Computational Photography
CS,446,3.44,Machine Learning
CS,447,3.58,Natural Language Processing
CS,450,3.16,Numerical Analysis
CS,457,2.86,Numerical Methods II
CS,460,3.73,Security Laboratory
CS,461,3.08,Computer Security I
CS,463,3.36,Computer Security II
CS,465,3.22,User Interface Design
CS,466,3.61,Introduction to Bioinformatics
CS,467,3.73,Social Visualization
CS,473,2.72,Algorithms
CS,477,3.52,Formal Software Development Methods
CS,484,3.19,Parallel Programming
CS,492,3.53,Senior Project I
CS,493,3.68,"Senior Project II, ACP"
CS,494,3.61,Senior Project II
CS,498,3.53,Special Topics
CS,510,3.81,Advanced Information Retrieval
CS,511,3.64,Advanced Data Management
CS,512,3.71,Data Mining Principles
CS,513,3.98,Theory & Practice of Data Cleaning
CS,519,3.7,Scientific Visualization
CS,523,3.72,Advanced Operating Systems
CS,525,3.72,Advanced Distributed Systems
CS,527,3.72,Topics in Software Engineering
CS,528,3.6,Obj-Oriented Progrmg & Design
CS,533,3.65,Parallel Computer Architecture
CS,538,3.81,Advanced Computer Networks
CS,544,3.96,Optimiz in Computer Vision
CS,546,3.82,Machine Learning in NLP
CS,548,3.39,Models of Cognitive Processes
CS,554,3.64,Parallel Numerical Algorithms
CS,555,3.75,Numerical Methods for PDEs
CS,556,3.56,Iterative & Multigrid Methods
CS,563,3.51,Advanced Computer Security
CS,565,3.68,Human-Computer Interaction
CS,573,3.46,Algorithms
CS,574,3.29,Randomized Algorithms
CS,579,3.66,Computational Complexity
CS,583,3.92,Approximation Algorithms
CS,598,3.8,Special Topics
CW,100,3.61,Intro to Creative Writing
CW,200,3.36,Reading for Writers
CW,243,3.43,"The Craft Essay: Creative Reading, Reflection, and Revision"
CWL,114,3.41,Global Consciousness and Lit
CWL,151,3.82,Cross-Cultural Thematics
CWL,189,3.57,Lit of Asia & Africa I
CWL,190,3.14,Lit of Asia & Africa II
CWL,207,3.9,Indian Cinema in Context
CWL,208,3.84,Cultures & Literatures of South Asia
CWL,241,3.64,Early Masterpieces of Western Culture
CWL,242,3.61,Modern Masterpieces of Western Culture
CWL,450,3.71,Topics in Bodies and Genders
DANC,100,3.78,Intro to Contemporary Dance
DANC,101,3.8,Modern Dance I
DANC,102,3.75,Modern Dance II
DANC,105,3.81,Jazz Dance I
DANC,106,3.82,Jazz Dance II
DANC,107,3.8,Ballet I
DANC,109,3.67,Ballet III
DANC,112,3.73,Hip Hop
DANC,120,3.71,Tap Dance I
DANC,121,3.89,Tap Dance II
DANC,125,2.89,Black Dances of Resistance
DANC,131,3.9,Production Practicum I
DANC,150,3.92,Orientation to Dance
DANC,160,3.41,Beg Contemp Modern Tech Core
DANC,166,3.85,Beginning Ballet Tech Core
DANC,167,2.95,Beginning Ballet Tech Elect
DANC,200,3.71,Explore Music through Dance
DANC,201,3.68,Yoga Practicum
DANC,212,3.62,Musical Theater Dance
DANC,240,3.94,Dance History
DANC,259,3.95,Contact Improv for Act/Mus/Dan
DANC,260,3.48,Int Contemp Modern Tech Core
DANC,261,3.44,Int Contemp Modern Tech Elect
DANC,266,3.53,Intermediate Ballet Tech Core
DANC,268,3.41,Music Theory for Dancers
DANC,301,3.62,Yoga Fundamentals
DANC,310,3.64,Dancing Techniques/Dance Majors:
DANC,340,3.4,Dancing Black Popular Culture
DANC,360,3.49,Int/Adv Contemp Mod Tech Core
DANC,362,3.88,Choreographic Process II
DANC,363,3.95,Advanced Improvisation
DANC,366,3.28,Int/Adv Ballet Tech Core
DANC,410,3.21,Advanced Jazz Technique
EALC,122,3.66,History East Asian Religions
EALC,130,3.56,The Chinese Language
EALC,199,3.37,Undergraduate Open Seminar
EALC,222,2.91,Chinese Thought and Culture
EALC,230,3.75,Popular Cultures of Contemporary East Asia
EALC,240,3.52,Chinese Civilization
EALC,250,3.16,Intro to Japanese Culture
EALC,275,3.4,Masterpieces of East Asian Lit
EALC,285,3.48,Intro to Korea Through Film
EALC,287,3.1,Introduction to Buddhism
EALC,305,3.36,Japan Lit in Translation I
EALC,306,3.35,Japan Lit in Translation II
EALC,308,3.61,Chinese Popular Lit
EALC,361,3.3,Women in East Asia
EALC,365,3.62,Contemporary Korean Society
EALC,367,3.91,History of Korea
EALC,398,3.56,Colloquium in EALC
EALC,415,3.49,Mod Japan Lit in Translation
ECE,101,3.19,Exploring Digital Info Technol
ECE,110,3.31,Introduction to Electronics
ECE,120,3.12,Introduction to Computing
ECE,198,2.89,Special Topics
ECE,199,3.75,Undergraduate Open Seminar
ECE,205,3.03,Electrical and Electronic Circuits
ECE,206,3.74,Electrical and Electronic Circuits Lab
ECE,210,2.77,Analog Signal Processing
ECE,211,2.79,Analog Circuits & Systems
ECE,220,2.99,Computer Systems & Programming
ECE,298,3.62,Special Topics
ECE,304,3.05,Photonic Devices
ECE,307,3.12,Techniques for Engrg Decisions
ECE,310,3.02,Digital Signal Processing
ECE,311,3.57,Digital Signal Processing Lab
ECE,313,2.78,Probability with Engrg Applic
ECE,314,3.81,Probability in Engineering Lab
ECE,316,3.66,Ethics and Engineering
ECE,317,3.68,ECE Technology & Management
ECE,329,3.01,Fields and Waves I
ECE,330,2.73,Power Ckts & Electromechanics
ECE,333,3.22,Green Electric Energy
ECE,340,2.78,Semiconductor Electronics
ECE,342,3.1,Electronic Circuits
ECE,343,3.76,Electronic Circuits Laboratory
ECE,350,3.2,Fields and Waves II
ECE,365,3.58,Data Science and Engineering
ECE,380,3.23,Biomedical Imaging
ECE,385,3.22,Digital Systems Laboratory
ECE,391,3.07,Computer Systems Engineering
ECE,395,3.68,Advanced Digital Projects Lab
ECE,398,3.52,Special Topics in ECE
ECE,401,3.79,Signal and Image Analysis
ECE,402,3.53,Electronic Music Synthesis
ECE,403,3.74,Audio Engineering
ECE,408,3.33,Applied Parallel Programming
ECE,411,3.03,Computer Organization & Design
ECE,416,3.26,Biosensors
ECE,417,3.61,Multimedia Signal Processing
ECE,418,3.46,Image & Video Processing
ECE,420,3.63,Embedded DSP Laboratory
ECE,425,3.21,Intro to VLSI System Design
ECE,431,3.19,Electric Machinery
ECE,434,3.69,Mobile Computing & Application
ECE,435,3.73,Computer Networking Laboratory
ECE,437,3.74,Sensors and Instrumentation
ECE,439,3.55,Wireless Networks
ECE,441,3.31,Physcs & Modeling Semicond Dev
ECE,442,3.14,Silicon Photonics
ECE,443,3.49,LEDs and Solar Cells
ECE,444,3.36,IC Device Theory & Fabrication
ECE,445,3.2,Senior Design Project Lab
ECE,447,3.7,Active Microwave Ckt Design
ECE,451,3.7,Adv Microwave Measurements
ECE,452,3.59,Electromagnetic Fields
ECE,453,3.15,Wireless Communication Systems
ECE,454,3.38,Antennas
ECE,455,3.19,Optical Electronics
ECE,456,3.34,Global Nav Satellite Systems
ECE,457,3.37,Microwave Devices & Circuits
ECE,458,3.29,Applic of Radio Wave Propag
ECE,459,3.22,Communications Systems
ECE,460,3.81,Optical Imaging
ECE,461,3.23,Digital Communications
ECE,462,3.24,Logic Synthesis
ECE,464,3.06,Power Electronics
ECE,468,3.52,Optical Remote Sensing
ECE,469,3.56,Power Electronics Laboratory
ECE,470,3.23,Introduction to Robotics
ECE,473,3.21,Fund of Engrg Acoustics
ECE,476,3.07,Power System Analysis
ECE,480,3.4,Magnetic Resonance Imaging
ECE,481,3.62,Nanotechnology
ECE,482,3.11,Digital IC Design
ECE,483,3.38,Analog IC Design
ECE,485,3.57,MEMS Devices & Systems
ECE,486,3.41,Control Systems
ECE,488,3.55,Compound Semicond & Devices
ECE,490,3.54,Introduction to Optimization
ECE,498,3.27,Special Topics in ECE
ECE,508,3.78,Manycore Parallel Algorithms
ECE,511,3.63,Computer Architecture
ECE,515,3.56,Control System Theory & Design
ECE,517,3.79,Nonlinear & Adaptive Control
ECE,518,3.8,Adv Semiconductor Nanotech
ECE,520,3.62,EM Waves & Radiating Systems
ECE,526,3.6,Distributed Algorithms
ECE,527,3.71,System-On-Chip Design
ECE,528,3.71,Analysis of Nonlinear Systems
ECE,532,3.73,Compnd Semicond & Diode Lasers
ECE,534,3.59,Random Processes
