courseDept,courseNum,GPA,title
ECE,535,3.46,Theory of Semicond & Devices
ECE,536,3.76,Integ Optics & Optoelectronics
ECE,540,3.89,Computational Electromagnetics
ECE,541,3.61,Computer Systems Analysis
ECE,543,3.79,Statistical Learning Theory
ECE,544,3.67,Topics in Signal Processing
ECE,546,3.85,Advanced Signal Integrity
ECE,547,3.84,Topics in Image Processing
ECE,549,3.75,Computer Vision
ECE,550,3.79,Advanced Robotic Planning
ECE,551,3.66,Digital Signal Processing II
ECE,553,3.91,Optimum Control Systems
ECE,554,3.91,Dynamic System Reliability
ECE,561,3.77,Detection & Estimation Theory
ECE,563,3.68,Information Theory
ECE,564,3.75,Modern Light Microscopy
ECE,566,3.66,Computational Inference and Learning
ECE,569,3.88,Inverse Problems in Optics
ECE,576,3.9,Power System Dynm & Stability
ECE,580,3.74,Optimiz by Vector Space Methds
ECE,581,3.76,Advanced Analog IC Design
ECE,586,3.83,Topics in Decision and Control
ECE,598,3.76,Special Topics in ECE
ECON,102,3.45,Microeconomic Principles
ECON,103,2.99,Macroeconomic Principles
ECON,199,3.7,Undergraduate Open Seminar
ECON,202,2.99,Economic Statistics I
ECON,203,2.88,Economic Statistics II
ECON,220,2.97,Intl Economic Principles
ECON,302,2.97,Inter Microeconomic Theory
ECON,303,3.03,Inter Macroeconomic Theory
ECON,402,3.24,American Economic History
ECON,411,2.91,Public Sector Economics
ECON,414,3.17,Urban Economics
ECON,415,3.07,Environmental Economics
ECON,417,3.06,Cost-Benefit Analysis
ECON,418,3.35,Health Economics
ECON,420,3.26,International Economics
ECON,425,3.31,Macroeconomic Policy
ECON,426,3.19,Monetary Economics and Policy
ECON,437,3.17,Game Theory
ECON,440,3.22,Economics of Labor Markets
ECON,442,3.13,Women in the Economy
ECON,447,3.21,Economics of the Workplace
ECON,448,3.08,Employee Compensation and Incentives
ECON,450,3.25,Development Economics
ECON,451,3.48,Program Evaluation in Developing Economies
ECON,452,3.36,The Latin American Economies
ECON,453,3.51,Economies of the Middle East and North Africa
ECON,455,3.57,Economics of Poverty Alleviation in Developing Countries
ECON,460,3.44,Financial Economics
ECON,469,3.46,Economics of Risk
ECON,471,2.93,Intro to Applied Econometrics
ECON,472,3.4,Financial Econometrics
ECON,474,3.4,Econometrics of Policy Evaluation
ECON,475,3.41,Economic Forecasting
ECON,480,3.15,Industrial Comp and Monopoly
ECON,481,3.37,Govt Reg of Economic Activity
ECON,483,3.45,Econ of Innovation and Tech
ECON,484,3.19,Law and Economics
ECON,490,3.27,Topics in Economics
ECON,500,3.4,Microeconomics
ECON,501,3.66,Macroeconomics
ECON,502,3.37,Economic Statistics
ECON,503,3.56,Econometrics
ECON,504,3.73,Time Series Analysis in Econ
ECON,505,3.68,Introduction to Game Theory
ECON,507,3.46,Computable G E Modeling
ECON,510,3.71,Economics of Taxation
ECON,511,3.4,Public Goods Theory
ECON,513,3.44,International Trade
ECON,514,3.53,International Financial
ECON,516,3.65,Monetary Theory
ECON,517,3.5,Monetary Policy
ECON,519,3.55,Development and Growth Policy
ECON,528,3.65,Microeconomics for Business
ECON,529,3.76,Macroeconomics for Business
ECON,530,3.54,Microeconomic Theory I
ECON,531,3.48,Macroeconomic Theory I
ECON,532,3.66,Econometric Analysis I
ECON,533,3.44,Microeconomic Theory II
ECON,534,3.31,Macroeconomic Theory II
ECON,535,3.55,Econometric Analysis II
ECON,536,3.61,Applied Econometrics
ECON,550,3.65,Econ of Development and Growth
ECON,576,3.7,Time Series
ECON,590,3.64,Individual Study and Research
EDUC,101,3.9,Education Orientation Seminar
EDUC,201,3.8,Identity and Difference in Education
EDUC,202,3.74,"Social Justice, School and Society"
EIL,411,3.83,Intro to TESL Methodology
EIL,422,3.68,Engl Grammar for ESL Teachers
EIL,445,3.89,Second Lang Reading & Writing
EIL,456,3.54,Lang and Social Interaction I
EIL,460,3.78,Principles of Language Testing
EIL,486,3.74,Ling for Language Teachers
EIL,488,3.87,Phonology for Second Language Teachers
ENG,101,3.56,Engineering at Illinois
ENG,110,3.56,Communicating and Presenting in Engineering
ENG,177,3.85,Engineering First-Year Experience Seminars
ENG,191,3.82,International Dimens of Engrg
ENG,198,3.76,Special Topics
ENG,199,3.78,Undergraduate Open Seminar
ENG,298,3.68,Special Topics
ENG,315,3.57,Learning in Community
ENG,398,3.85,Special Topics
ENG,451,3.67,Success in the Workplace
ENG,471,3.74,Seminar Energy & Sustain Engrg
ENG,491,3.66,Interdisciplinary Design Proj
ENG,498,3.89,Special Topics
ENG,571,3.84,Theory Energy & Sustain Engrg
ENG,598,3.6,Special Topics
ENGL,101,3.4,Intro to Poetry
ENGL,102,3.35,Intro to Drama
ENGL,103,3.35,Intro to Fiction
ENGL,104,3.28,Introduction to Film
ENGL,109,3.49,Intro to Fiction-ACP
ENGL,115,3.56,Intro to British Literature
ENGL,116,3.55,Introduction to American Literature
ENGL,117,3.74,Shakespeare on Film
ENGL,119,3.5,Literature of Fantasy
ENGL,120,3.53,Science Fiction
ENGL,121,3.51,Introduction to Comics
ENGL,122,3.48,"Swords, Sorcery & Sex: The Middle Ages in Popular Culture"
ENGL,199,3.74,Undergraduate Open Seminar
ENGL,200,3.5,Introduction to the Study of Literature and Culture
ENGL,202,3.38,Medieval Literature and Culture
ENGL,204,3.46,Renaissance Literature and Culture
ENGL,206,3.52,Enlightenment Literature and Culture
ENGL,207,3.4,Romantic Literature and Culture
ENGL,208,3.32,Victorian Literature and Culture
ENGL,210,3.42,British Literature from 1800 to the Present
ENGL,213,3.27,Modernist Literature and Culture
ENGL,216,3.51,Legends of King Arthur
ENGL,218,3.58,Introduction to Shakespeare
ENGL,219,3.52,Literature and Medicine
ENGL,241,3.22,Modern Poetry
ENGL,242,3.68,Contemporary Poetry
ENGL,245,3.51,The Short Story
ENGL,247,3.43,The British Novel
ENGL,248,3.5,"British, American, and Continental Fiction"
ENGL,250,3.43,Nineteenth-Century American Fiction
ENGL,251,3.35,The Twentieth-Century American Novel
ENGL,253,3.53,Topics in Literature and New Media
ENGL,256,3.68,Survey of American Lit II
ENGL,259,3.63,Early African American Literature and Culture
ENGL,260,3.55,Modern African American Literature and Culture
ENGL,261,3.28,Topics in Literature and Culture
ENGL,270,3.24,American Film Genres
ENGL,272,3.57,Minority Images in Amer Film
ENGL,273,3.37,"American Cinema, 1950-2000"
ENGL,276,3.62,Asian Film Genres
ENGL,280,3.4,Women Writers
ENGL,281,3.48,Women in the Literary Imagination
ENGL,285,3.54,Postcolonial Literature in English
ENGL,286,3.41,Asian American Literature
ENGL,301,3.54,Introduction to Critical Theory
ENGL,310,3.72,Introduction to the Study of the English Language
ENGL,325,3.79,Topics in LGBT Literature and Film
ENGL,330,3.32,Slavery and Identity
ENGL,350,3.65,"Writing about Literature, Text, and Culture"
ENGL,373,3.4,Special Topics in Film Studies
ENGL,380,3.43,Topics in Writing Studies
ENGL,402,3.47,Descriptive English Grammar
ENGL,407,3.37,Introduction to Old English
ENGL,412,3.21,Topics in Medieval British and Irish Literature
ENGL,416,3.63,Topics in British Drama to 1660
ENGL,418,3.42,Shakespeare
ENGL,421,3.17,Renaissance Poetry and Prose
ENGL,423,3.28,Milton
ENGL,427,3.27,Eighteenth-Century Literature
ENGL,428,3.39,"British Drama, 1660-1800"
ENGL,429,3.63,Eighteenth-Century Fiction
ENGL,431,3.37,Topics in British Romantic Literature
ENGL,435,3.36,Nineteenth-Century British Fiction
ENGL,442,3.59,Contemporary British and Irish Literature
ENGL,449,3.52,American Romanticism
ENGL,450,3.42,"Becoming Modern: American Literature, 1865-1914"
ENGL,451,3.4,American Literature in the Age of Modernism
ENGL,452,3.34,The Postwar Era and Contemporary American Literature
ENGL,455,3.48,Major Authors
ENGL,460,3.1,Literature of American Minorities
ENGL,461,3.44,Advanced Topics in Literature and Culture
ENGL,462,3.68,Topics in Modern Fiction
ENGL,475,3.57,Literature and Other Disciplines
ENGL,481,3.82,Composition Theory and Practice
ENSU,310,3.62,Renewable & Alternative Energy
ENSU,410,3.92,Sustainable Organizations
ENVS,301,3.51,Tools for Sustainability
EPOL,500,3.97,Proseminar in EPOL
EPOL,550,3.9,Methods of Educational Inquiry
EPOL,585,3.77,Ethnographic Methods in Education
EPS,201,3.77,Foundations of Education
EPS,202,3.78,Foundations of Education-ACP
EPS,310,3.58,Race and Cultural Diversity
EPS,325,3.61,Social Media and Global Change
EPS,400,3.88,History of American Education
EPS,402,3.69,Asian American Education
EPS,405,3.87,Historical and Social Barriers
EPS,410,3.74,Professional Ethics in Education
EPS,411,3.67,School and Society
EPS,412,3.59,Critical Thinking in Education
EPS,413,3.88,Aesthetic Education
EPS,415,3.8,Technology and Educational Reform
EPS,420,3.56,Sociology of Education
EPS,421,3.39,Racial and Ethnic Families
EPS,423,3.84,Politics of Education
EPS,529,3.86,Education and Human Rights
EPS,530,3.72,Education and Globalization
EPS,533,3.8,Global Youth and Citizenship
EPS,535,3.96,Assessment for Learning
EPS,536,3.91,"Race, Gender and Sexuality Issues"
EPS,537,3.86,Globalizing Educational Policy
EPS,538,3.79,Globalization of Higher Education
EPS,580,3.89,Researching Global Education
EPS,590,3.88,Advanced Graduate Seminar
EPSY,200,3.97,Honors Symposium in Education
EPSY,201,3.82,Educational Psychology
EPSY,202,3.51,Exploring Cultural Diversity
EPSY,203,3.55,Social Issues Group Dialogues
EPSY,220,3.72,Career Theory and Practice
EPSY,236,3.7,Child Development in Education
EPSY,400,3.79,Psychology of Learning in Education
EPSY,401,3.67,Child Language and Education
EPSY,404,3.94,Adjustment in School Settings
EPSY,407,3.8,Adult Learning and Development
EPSY,408,3.93,Learning and Human Development with Educational Technology
EPSY,420,3.29,Theories of Psychotherapy
EPSY,430,3.84,Early Adolescent Development
EPSY,456,3.49,Human Performance and Cognition in Context
EPSY,470,3.81,Introduction to Evaluation Theory
EPSY,471,3.75,Introduction to Evaluation Methods
EPSY,474,3.9,Evaluating Learning Technology
EPSY,480,3.72,Educational Statistics
EPSY,485,3.76,Assessing Student Performance
EPSY,490,3.95,Developments in Educational Psychology
EPSY,553,3.86,Global Issues in Learning
EPSY,556,3.88,Analysis of Educational Technologies
EPSY,575,3.72,Mixed Method Inquiry
EPSY,577,3.69,Foundations of Qualitative Methods
EPSY,578,3.92,Qualitative Inquiry Methods
EPSY,580,3.69,Statistical Inference in Education
EPSY,581,3.63,Applied Regression Analysis
EPSY,582,3.41,Advanced Statistical Methods
EPSY,585,3.9,Theories of Measurement I
EPSY,587,3.8,Hierarchical Linear Models
EPSY,589,3.67,Categorical Data Analysis in Educational Psychology
EPSY,590,3.82,Advanced Seminar in Educational Psychology
ESE,100,3.25,Sustainable Earth
ESE,200,3.18,Earth Systems
ESE,311,3.41,Environmental Issues Today
ESE,320,3.42,"Water Planet, Water Crisis"
ESE,360,3.45,Environmental Writing
ESE,389,3.86,Environment and Sustainability Field Expedition
ESE,445,3.61,Earth Resources Sustainability
ESE,482,3.23,Challenges of Sustainability
ESE,486,3.58,Environmental Consulting
ESE,497,3.48,Special Topics in ESE
ESL,115,3.72,Principles of Academic Writing
EURO,199,3.67,Undergraduate Open Seminar
EURO,415,3.87,Europe and the Mediterranean
EURO,501,3.62,EU Institutions and Governance
FAA,101,3.64,Arts at Illinois
FAA,102,3.4,Design Beyond Boundaries
FAA,110,3.95,Exploring Arts and Creativity
FAA,202,3.8,Artsful Teaching through Integ
FAA,220,3.9,Introduction to Fashion
FAA,499,3.53,Special Topics
FIN,221,3.17,Corporate Finance
FIN,230,3.26,Introduction to Insurance
FIN,232,2.8,Intro to Wealth Management
FIN,241,3.54,Fundamentals of Real Estate
FIN,300,2.73,Financial Markets
FIN,321,3.31,Advanced Corporate Finance
FIN,390,3.93,Finance Academy
FIN,392,3.82,Investment Management Academy
FIN,411,3.39,Investment & Portfolio Mngt
FIN,412,3.26,Options and Futures Markets
FIN,418,3.69,Financial Modeling
FIN,419,3.3,Real Client Managed Portfolios
FIN,422,3.59,Cases in Corporate Finance
FIN,423,3.76,Financing Emerging Businesses
FIN,424,3.44,Mergers and Acquisition
FIN,425,3.61,Private Equity/Venture Capital
FIN,431,3.59,Property-Liability Insurance
FIN,432,3.56,Managing Fin Risk for Insurers
FIN,433,3.91,Corporate Risk Management
FIN,434,3.35,Employee Benefit Plans
FIN,435,3.49,Personal Wealth Management
FIN,443,3.47,Legal Issues in Real Estate
FIN,444,3.8,Urban Real Estate Valuation
FIN,445,3.77,Real Estate Investment
FIN,446,3.68,Real Estate Financial Markets
FIN,447,3.97,Real Estate Development
FIN,451,3.45,Intl Financial Markets
FIN,461,3.48,Banking and Financial Regulation
FIN,463,3.59,Investment Banking
FIN,490,3.76,Special Topics in Finance
FIN,500,3.68,Introduction to Finance
FIN,501,3.5,Economics of Stock Market Fundamentals
FIN,502,3.64,Quantitative Finance
FIN,511,3.54,Investments
FIN,512,3.56,Financial Derivatives
FIN,513,3.34,Financial Engineering I
FIN,514,3.57,Financial Engineering II
FIN,515,3.48,Fixed Income Portfolios
FIN,516,3.61,Term Structure Models
FIN,518,3.94,Financial Modeling
FIN,520,3.68,Financial Management
FIN,521,3.51,Advanced Corporate Finance
FIN,522,3.65,Cases in Financial Strategy
FIN,524,3.54,Mergers and Acquisitions
FIN,526,3.71,Enterprise Risk Management
FIN,527,3.76,Mergers & Acquisitions Topics
FIN,530,3.77,Foundations in Risk Management
FIN,536,3.52,Government Insurance Programs
FIN,541,3.79,Real Estate Fundamentals
FIN,544,3.78,Urban Real Estate Valuation
FIN,545,3.76,Real Estate Investment
FIN,546,3.75,Real Estate Financial Markets
FIN,551,3.4,International Finance
FIN,561,3.47,Banking and Financial Regulation
FIN,563,3.67,Investment Banking
FIN,566,3.55,Algorithmic Market Microstructure
FIN,567,3.64,Financial Risk Management
FIN,568,3.79,Behavioral Finance
FIN,570,3.4,Business and Public Policy
FIN,571,3.49,Retirement Policy
FIN,572,3.34,Health Care Policy
FIN,573,3.45,Competition Policy
FIN,574,3.67,Individual Tax Policy
FIN,575,3.56,Business Tax Policy
FIN,578,3.62,Govt Market Economy
FIN,579,3.58,Applied Portfolio Management
FIN,580,3.67,Special Topics in Finance
FR,101,3.23,Elementary French I
FR,102,3.3,Elementary French II
FR,103,3.19,Intermediate French I
FR,104,3.3,Intermediate French II
FR,133,3.47,Accel Intermediate French I
FR,134,3.35,Accel Intermed French II
FR,156,3.59,Exploring Paris
FR,199,3.69,Undergraduate Open Seminar
FR,205,3.2,Oral French
FR,387,3.67,French & Comparative Cinema I
FR,418,3.64,Language & Minorities in Europe
FSHN,101,3.3,The Science of Food and How it Relates to You
FSHN,120,3.53,Contemporary Nutrition
FSHN,125,3.71,Intro to Human Nutrition
FSHN,140,3.67,Introduction to Hospitality
FSHN,145,3.74,Intro Hospitality Management
FSHN,150,3.79,Introduction to Dietetics
FSHN,175,3.39,Science of Fermented Foods
FSHN,199,3.76,Undergraduate Open Seminar
FSHN,220,3.57,Principles of Nutrition
FSHN,232,3.45,Science of Food Preparation
FSHN,260,3.58,Raw Materials for Processing
FSHN,302,3.81,Sensory Evaluation of Foods
FSHN,322,3.85,Nutrition and the Life Cycle
FSHN,329,3.85,Communication in Nutrition
FSHN,340,3.85,Food Production and Service
FSHN,343,3.83,"Foundations in Beverage Management: Introduction to Wine, Beer and Spirits"
FSHN,344,3.87,Business Etiquette
FSHN,345,3.88,Strategic Operations Management
FSHN,398,3.59,Undergraduate Seminar
FSHN,414,3.65,Food Chemistry
FSHN,416,3.66,Food Chemistry Laboratory
FSHN,418,3.45,Food Analysis
FSHN,419,3.97,Food Ingredient Technology
FSHN,420,3.36,Nutritional Aspects of Disease
FSHN,421,3.55,Pediatric Clinical Nutrition
FSHN,426,3.74,Biochemical Nutrition I
FSHN,427,3.4,Biochemical Nutrition II
FSHN,428,3.61,Community Nutrition
FSHN,429,3.78,Nutrition Assessment & Therapy
FSHN,442,3.73,Hospitality Management & Leadership Skills
FSHN,443,3.65,Management of Fine Dining
FSHN,450,3.88,Dietetics: Professional Issues
FSHN,460,3.54,Food Processing Engineering
FSHN,464,3.86,Beverage Science & Technology
FSHN,465,3.75,Principles of Food Technology
FSHN,466,3.8,Food Product Development
FSHN,469,3.87,Package Engineering
FSHN,471,3.45,Food & Industrial Microbiology
FSHN,472,3.59,Applied Food Microbiology
FSHN,480,3.38,Basic Toxicology
FSHN,499,3.85,Cur Topics in FS & Human Nutr
FSHN,502,3.98,Advanced Sensory Science
FSHN,514,3.89,Advanced Food Chemistry
FSHN,517,3.64,Fermented &Distilled Beverages
FSHN,518,3.94,Chemistry of Lipids in Foods
FSHN,519,3.98,Flavor Chemistry and Analysis
FSHN,573,3.88,Advanced Food Microbiology
FSHN,595,3.9,Advanced Topics in Food Science and Human Nutrition
GEOG,101,3.42,Global Development&Environment
GEOG,103,3.3,Earth's Physical Systems
GEOG,104,3.15,Social and Cultural Geography
GEOG,105,3.35,The Digital Earth
GEOG,106,3.44,Geographies of Globalization
GEOG,204,3.19,Cities of the World
GEOG,205,3.4,Business Location Decisions
GEOG,210,3.27,Social & Environmental Issues
GEOG,221,3.41,Geographies of Global Conflict
GEOG,222,3.49,Big Rivers of the World
GEOG,254,3.93,"American People, Places, & Environments"
GEOG,350,3.47,Sustainability and the City
GEOG,371,3.09,Spatial Analysis
GEOG,379,3.25,Intro to GIS Systems
GEOG,380,3.46,GIS II: Spatial Prob Solving
GEOG,384,3.19,Population Geography
GEOG,406,3.3,Fluvial Geomorphology
GEOG,410,3.73,Green Development
GEOG,412,3.67,Geospatial Tech & Society
GEOG,438,3.56,Geography of Health Care
GEOG,440,3.76,Business Applications of GIS
GEOG,455,3.58,Geog of Sub-Saharn Africa
GEOG,465,3.56,Transportation & Sustainability
GEOG,466,3.5,Environmental Policy
GEOG,468,3.81,Biological Modeling
GEOG,471,3.89,Recent Trends in Geog Thought
GEOG,473,3.8,Digital Cartography & Map Design
GEOG,476,3.88,Applied GIS to Environ Studies
GEOG,477,3.2,Introduction to Remote Sensing
GEOG,479,3.6,Advanced Topics in GIS
GEOG,480,3.59,Principles of GIS
GEOG,483,3.42,Urban Geography
GEOG,489,3.74,Programming for GIS
GEOG,570,3.49,Advanced Spatial Analysis
GEOL,100,3.15,Planet Earth
GEOL,104,3.6,Geology of the National Parks
GEOL,107,3.27,Physical Geology
GEOL,110,3.82,Exploring Geology in the Field
GEOL,111,3.32,Emergence of Life
GEOL,117,3.18,The Oceans
GEOL,118,3.13,Natural Disasters
GEOL,143,3.18,History of Life
GEOL,208,3.11,History of the Earth System
GEOL,380,3.61,Environmental Geology
GEOL,401,3.06,Geomorphology
GEOL,411,3.02,Structural Geol and Tectonics
GEOL,415,3.36,Field Geology
GEOL,417,2.91,"Geol Field Methods, Western US"
GEOL,432,2.66,Mineralogy and Mineral Optics
GEOL,436,2.91,Petrology and Petrography
GEOL,440,3.24,Sedimentology and Stratigraphy
GEOL,452,3.32,Introduction to Geophysics
GEOL,470,3.38,Introduction to Hydrogeology
GEOL,497,3.51,Special Topics in Geology
GEOL,512,3.7,Geotectonics
GER,101,3.44,Beginning German I
GER,102,3.25,Beginning German II
GER,103,3.21,Intermediate German I
GER,104,3.33,Intermediate German II
GER,201,3.47,German Popular Culture
GER,205,3.47,Germany and Europe
GER,211,3.7,Conversation and Writing I
GER,250,3.65,Grimms' Fairy Tales - ACP
GER,251,3.63,Grimm's Fairy Tales in Context
GER,260,3.53,The Holocaust in Context - ACP
GER,261,3.62,The Holocaust in Context
GER,270,3.58,Sexuality and Literature
GER,420,3.77,German Cultural History
GER,465,3.71,German Linguistics
GER,493,3.51,German Cinema I
GER,494,3.65,German Cinema II
GLBL,100,3.6,Intro to Global Studies
GLBL,199,3.59,Undergraduate Open Seminar
GLBL,200,3.67,Foundations of Research
GLBL,220,3.5,Governance
GLBL,225,3.67,Career Development:Internships
GLBL,240,3.64,Global Health
GLBL,250,3.62,Development
GLBL,270,3.59,Introduction to Global Markets and Society
GLBL,296,3.63,Global St Foundation Seminar
GLBL,340,3.55,Global Health: Policy & Governance
GLBL,350,3.54,Poverty in a Global Context
GLBL,392,3.22,Int Diplomacy and Negotiation
GLBL,450,3.62,Poverty Interventions and Evaluation
GLBL,494,3.81,Research Methods I
GLBL,499,3.67,Special Topics
GRKM,201,3.94,Elementary Modern Greek I
GRKM,202,3.41,Elementary Modern Greek II
GS,101,3.66,Exploring General Studies
GS,102,3.84,Preparation for 21st Century Challenges
GS,198,3.95,DGS Honors Seminar
GS,199,3.78,Undergraduate Open Seminar
GWS,100,3.17,Intro Gender & Women's Studies
GWS,201,3.46,"Race, Gender & Power"
GWS,202,3.47,Sexualities
GWS,204,3.6,Gender in Gaming
GWS,250,3.46,Gender and Representation
GWS,255,3.51,"Queer Lives, Queer Politics"
GWS,275,3.13,The Politics of Fashion
GWS,295,3.42,Beginning Topics GWS
GWS,325,3.84,Lesbian/Queer Media Cultures
GWS,333,3.54,Memoir & Autobiography
GWS,335,3.54,"Film, TV, and Gender"
GWS,337,3.39,Interrogating Masculinities
GWS,345,3.59,Digital & Gender Cultures
GWS,350,3.31,Feminist & Gender Theory
GWS,355,3.65,Beauty and Culture
GWS,363,3.25,"Gender, Health & Pop Culture"
GWS,370,3.27,Queer Theory
GWS,378,3.6,Fairy Tales & Gender Formation
GWS,380,2.19,Black Women Hist & Cultures
GWS,382,3.03,Black Women & Popular Culture
GWS,385,3.6,Transnational Sexualities
GWS,387,3.48,History of Sexuality in U.S.
GWS,478,3.61,"Sex, Power and Politics"
HDFS,101,3.71,Issues & Careers in HDFS
HDFS,105,3.7,Intro to Human Development
HDFS,120,3.53,Intro to Family Studies
HDFS,199,3.95,Undergraduate Open Seminar
HDFS,206,3.82,Early Childhood Curriculum Dev
HDFS,208,3.9,Child Fam with Special Needs
HDFS,220,3.3,Families in Global Perspective
HDFS,225,3.48,Close Relationships
HDFS,261,3.43,Self-Help Group Dev & Process
HDFS,290,3.4,Intro to Research Methods
HDFS,301,3.14,Infancy & Early Childhood
HDFS,305,3.65,Middle Childhood
HDFS,310,3.54,Adult Development
HDFS,322,3.59,US Latina and Latino Families
HDFS,340,3.5,"Gender, Relationshps & Society"
HDFS,379,3.91,HDFS Study Abroad Experience
HDFS,401,3.65,Socialization and Development
HDFS,405,3.58,Adolescent Development
HDFS,408,3.71,Hospitalized Children
HDFS,420,3.75,"Inequality, Public Policy, and U.S. Families"
HDFS,425,3.66,Family Stress and Change
HDFS,426,3.28,Family Conflict Management
HDFS,444,3.62,"LGBT Indiv, Fam & Community"
HDFS,494,3.75,Applied Research Methods
HIST,100,3.41,Global History
HIST,101,3.51,History Now!
HIST,103,3.46,A History of Everything: The Big Bang to Big Data
HIST,104,3.63,Black Music
HIST,105,3.38,Latin America to Independence
HIST,106,3.29,Modern Latin America
HIST,120,3.34,East Asian Civilizations
HIST,130,3.48,History of South Asia
HIST,135,3.11,History of Islamic Middle East
HIST,141,3.09,Western Civ to 1660
HIST,142,3.31,Western Civ Since 1660
HIST,164,3.66,The Automobile
HIST,171,3.27,US History to 1877
HIST,172,3.29,US History Since 1877
HIST,200,3.47,Intro Hist Interpretation
HIST,202,3.14,American Environmental History
HIST,203,3.71,Reacting to the Past
HIST,205,3.48,Lived Experience in Latin America
HIST,207,3.58,Digital Documentary Publishing
HIST,211,3.52,History of Southern Africa
HIST,212,3.21,History of Eastern Africa
HIST,213,3.51,African Muslim Societies
HIST,220,3.01,Traditional China
HIST,221,3.48,Modern China
HIST,222,2.86,Chinese Thought and Culture
HIST,226,3.31,Premodern Japanese History
HIST,227,3.13,Modern Japanese History
HIST,236,3.45,Madness and Modern Society
HIST,240,3.59,Ancient Greek Civilization
HIST,241,3.47,History of Ancient Rome
HIST,245,3.17,"Wives, Workers and Witches in Pre-Modern Europe"
HIST,247,2.95,Medieval Europe
HIST,251,2.85,Warfare Milit Insts & Soc
HIST,252,3.35,The Holocaust
HIST,253,3.57,Enlightenment to Existentialsm
HIST,255,3.08,British Isles to 1688
HIST,256,3.2,Britain and World Since 1688
HIST,257,2.77,"Terrorism, Past and Present"
HIST,258,3.19,20thC World to Midcentury
HIST,259,3.35,20thC World from Midcentury
HIST,260,3.31,History of Russia
HIST,262,3.58,Zionism: A Global History
HIST,263,3.35,History of Medicine in the United States
HIST,264,3.4,Technology in Western Society
HIST,265,3.29,Science in Western Culture
HIST,268,3.59,Biology and Society from Darwin to the Human Genome
HIST,269,3.65,Jewish History Since 1700
HIST,270,3.2,United States History to 1815
HIST,271,3.08,Nineteenth Century America
HIST,272,3.08,Twentieth Century America
HIST,273,3.22,Illinois History
HIST,274,3.29,US Foreign Relations Since 1917
HIST,275,3.55,Afro-American History to 1877
HIST,276,3.41,Afro-American Hist Since 1877
HIST,277,3.27,Encounters in Native America
HIST,278,3.35,Native American History
HIST,279,3.36,Mexican-American History
HIST,280,3.63,Caribbean Latina/o Migration
HIST,281,3.43,Constructing Race in America
HIST,283,3.5,Asian American History
HIST,285,3.41,US Gender History to 1877
HIST,286,3.45,US Gender History Since 1877
HIST,287,3.08,African-American Women
HIST,293,3.33,The President and the People
HIST,300,3.42,Topics in Film and History
HIST,305,3.02,Andean Countries of S America
HIST,310,3.69,Global Capitalism in History
HIST,311,3.33,Global History of Intelligence
HIST,312,3.32,Immigrant America
HIST,314,3.59,Material Culture
HIST,334,3.09,Modern Palestinian History
HIST,335,3.15,Middle East 1566-1914
HIST,337,3.26,Middle East Since World War I
HIST,338,3.18,Egypt Since World War I
HIST,339,3.21,The Early Russian Empire
HIST,345,2.97,Medieval Civilization
HIST,346,3.25,The Age of the Renaissance
HIST,347,3.18,Protestant & Catholic Refs
HIST,348,3.32,Early Euro Absolut & Expansion
HIST,349,3.32,"Age of Revolution, 1775-1815"
HIST,350,3.16,19thC Romanticism & Politics
HIST,352,3.03,Europe in the World
HIST,353,3.58,European History 1918 to 1939
HIST,354,3.39,Twentieth Century Europe
HIST,355,3.61,Soviet Jewish History
HIST,356,3.6,The Modern Balkans through Literature and Film
HIST,357,3.23,Modern France
HIST,358,3.71,History Harvest: Collaborative Digital Public History
HIST,361,3.51,Euro Thght & Soc Since 1789
HIST,365,3.76,Fict & Historical Imagination
HIST,367,3.17,History of Western Medicine
HIST,369,2.72,Spain and Portugal from 1808
HIST,370,3.29,Colonial America
HIST,371,3.35,The American Revolution
HIST,373,3.4,Origins of the Civil War
HIST,374,3.24,Civil War and Reconstruction
HIST,375,3.0,Soc History Indus Am to 1918
HIST,376,3.2,Soc History Indus Am from 1918
HIST,377,3.29,United States since 1932
HIST,380,3.29,US in an Age of Empire
HIST,381,3.46,Urban History
HIST,390,3.6,Sport and Society
HIST,392,3.37,The 1960s in the U.S.
HIST,394,3.32,Hidden Political Figures
HIST,396,3.53,Special Topics
HIST,397,3.23,Sexuality in Modern Europe
HIST,400,3.32,"War, Soc, Politics, & Culture"
HIST,401,3.12,History of Terrorism
HIST,407,3.33,Slavery & Race in Latin Am
HIST,410,3.42,Decolonization in Africa
HIST,422,3.4,Soc-Econ Hist Modern China
HIST,439,3.45,The Ottoman Empire
HIST,440,3.77,Roman Republic to 44 B C
HIST,441,3.64,The Roman Empire
HIST,442,3.21,Roman Law and Legal Trad
HIST,443,3.62,Byzantine Empire AD 284-717
HIST,445,3.26,Medieval England
HIST,450,2.6,European Working Class History
HIST,456,3.24,Twentieth-Century Germany
HIST,461,3.38,Russia- Peter the Great to Rev
HIST,462,3.64,Soviet Union Since 1917
HIST,466,3.27,The Balkans
HIST,467,3.22,Eastern Europe
HIST,473,3.0,Crises of Political Tolerance
HIST,476,3.54,History of the American West
HIST,481,3.36,20th Century US Culture Wars
HNDI,201,3.64,Elementary Hindi-Urdu I
HORT,100,3.42,Introduction to Horticulture
HORT,105,3.61,Vegetable Gardening
