crn,courseDept,courseNum,hours,startTime,endTime,days,instructorFirstName,instructorLastName
66944,CI,507,4,04:00 PM,06:50 PM,R,L,Thorstensson Davila
67703,CI,508,4,05:00 PM,07:50 PM,T,R,Gutierrez
53603,CI,509,4,04:00 PM,06:50 PM,M,I,Nunez Cortez
43182,CI,522,4,04:00 PM,06:50 PM,W,S,Smith
75447,CI,536,2 OR 4,04:00 PM,06:50 PM,W,K,Moller
74810,CI,539,4,01:00 PM,03:50 PM,W,,
59374,CI,541,4,06:00 PM,08:50 PM,T,C,Krist
59427,CI,548,2,06:00 PM,07:50 PM,T,B,Hug
63828,CI,548,2,06:00 PM,07:50 PM,W,B,Hug
64224,CI,548,2,06:00 PM,07:50 PM,T,B,Hug
64225,CI,548,2,06:00 PM,07:50 PM,W,B,Hug
35738,CI,550,4,05:00 PM,07:50 PM,M,S,Lee
70821,CI,555,4,02:00 PM,04:50 PM,W,C,D'Angelo
51011,CI,567,4,01:00 PM,03:50 PM,R,K,Moller
39529,CI,569,4,12:00 PM,02:20 PM,F,J,Gallagher
35656,CI,584,4,03:30 PM,06:30 PM,M,J,Jegerski
40562,CI,590,4,05:00 PM,07:00 PM,W,A,Willis
55511,CI,590,4,05:00 PM,07:00 PM,W,A,Willis
10450,CI,591,4 TO 8,ARRANGED,,,,
10443,CI,595,2 OR 4,ARRANGED,,,,
10452,CI,599,0 TO 16,ARRANGED,,,,
41113,CIC,500,0 TO 20,ARRANGED,,,J,Hart
45844,CIC,500,0 TO 20,ARRANGED,,,D,Butler
45845,CIC,500,0 TO 20,ARRANGED,,,,
45846,CIC,500,0 TO 20,ARRANGED,,,,
45847,CIC,500,0 TO 20,ARRANGED,,,,
45848,CIC,500,0 TO 20,ARRANGED,,,,
45849,CIC,500,0 TO 20,ARRANGED,,,,
45850,CIC,500,0 TO 20,ARRANGED,,,,
45851,CIC,500,0 TO 20,ARRANGED,,,,
45852,CIC,500,0 TO 20,ARRANGED,,,,
60478,CLCV,100,3,ARRANGED,,,A,Augoustakis
71429,CLCV,102,3,ARRANGED,,,,
71430,CLCV,102,3,ARRANGED,,,,
30033,CLCV,111,2,11:00 AM,11:50 AM,TR,J,Solomon
30039,CLCV,114,3,10:00 AM,10:50 AM,MWF,K,Sanders
39017,CLCV,114,3,ARRANGED,,,K,Sanders
33538,CLCV,115,3,12:00 PM,12:50 PM,F,,
33767,CLCV,115,3,11:00 AM,11:50 AM,F,,
33773,CLCV,115,3,01:00 PM,01:50 PM,R,,
33775,CLCV,115,3,01:00 PM,01:50 PM,F,,
33777,CLCV,115,3,01:00 PM,01:50 PM,F,,
33786,CLCV,115,3,01:00 PM,01:50 PM,R,,
33741,CLCV,115,3,11:00 AM,11:50 AM,F,,
33745,CLCV,115,3,10:00 AM,10:50 AM,F,,
40204,CLCV,115,3,02:00 PM,02:50 PM,R,,
40205,CLCV,115,3,03:00 PM,03:50 PM,R,,
40206,CLCV,115,3,02:00 PM,02:50 PM,R,,
38978,CLCV,115,3,09:00 AM,09:50 AM,F,,
38911,CLCV,115,3,10:00 AM,10:50 AM,F,,
33806,CLCV,115,3,11:00 AM,11:50 AM,TR,J,Solomon
71925,CLCV,120,3,09:00 AM,10:50 AM,TR,M,Hadjipolycarpou
74899,CLCV,133,3,02:00 PM,03:50 PM,TR,B,Kaufman
63183,CLCV,160,3,01:00 PM,01:50 PM,MWF,,
10535,CLCV,199,1 TO 5,ARRANGED,,,,
61804,CLCV,203,4,09:30 AM,10:50 AM,TR,J,Schumacher
63188,CLCV,220,3,02:00 PM,03:20 PM,TR,B,Walters
71052,CLCV,220,3,12:30 PM,02:20 PM,TR,A,Tzanetou
71436,CLCV,224,3,10:00 AM,10:50 AM,W,,
71440,CLCV,224,3,10:00 AM,10:50 AM,W,,
71441,CLCV,224,3,11:00 AM,11:50 AM,W,,
71442,CLCV,224,3,11:00 AM,11:50 AM,W,,
71443,CLCV,224,3,12:00 PM,12:50 PM,W,,
71444,CLCV,224,3,12:00 PM,12:50 PM,W,,
72934,CLCV,224,3,02:00 PM,02:50 PM,W,,
72937,CLCV,224,3,02:00 PM,02:50 PM,W,,
72938,CLCV,224,3,11:00 AM,11:50 AM,W,,
72939,CLCV,224,3,12:00 PM,12:50 PM,W,,
70306,CLCV,224,3,03:30 PM,04:20 PM,TR,J,Solomon
72043,CLCV,231,3,11:00 AM,12:50 PM,TR,B,Kaufman
57613,CLCV,323,3,01:00 PM,02:20 PM,TR,A,Traill
70145,CLCV,440,4,01:00 PM,02:20 PM,MW,R,Mathisen
70144,CLCV,440,3,01:00 PM,02:20 PM,MW,R,Mathisen
39446,CLCV,444,3,02:00 PM,03:20 PM,TR,,
10542,CLCV,492,2 TO 4,ARRANGED,,,,
64691,CLCV,493,1 TO 4,ARRANGED,,,,
73839,CLCV,515,4,05:00 PM,07:40 PM,R,,
62850,CLCV,550,4,01:00 PM,02:20 PM,MW,D,Leon Ruiz
73922,CLE,613,5,ARRANGED,,MTWRF,V,Richards
73868,CLE,640,8,ARRANGED,,,V,Richards
73870,CLE,645,10,ARRANGED,,,V,Richards
73871,CLE,645,10,ARRANGED,,,V,Richards
73873,CLE,650,5,ARRANGED,,,V,Richards
73874,CLE,650,5,ARRANGED,,,V,Richards
73875,CLE,650,5,ARRANGED,,,V,Richards
73880,CLE,655,5,ARRANGED,,,V,Richards
73881,CLE,655,5,ARRANGED,,,V,Richards
73883,CLE,655,5,ARRANGED,,,V,Richards
73884,CLE,655,5,ARRANGED,,,V,Richards
73887,CLE,660,5,ARRANGED,,,V,Richards
73888,CLE,660,5,ARRANGED,,,V,Richards
73889,CLE,660,5,ARRANGED,,,V,Richards
73890,CLE,660,5,ARRANGED,,,V,Richards
73892,CLE,665,5,ARRANGED,,,V,Richards
73893,CLE,665,5,ARRANGED,,,V,Richards
73894,CLE,665,5,ARRANGED,,,V,Richards
73895,CLE,665,5,ARRANGED,,,V,Richards
73898,CLE,670,10,ARRANGED,,,V,Richards
73899,CLE,670,10,ARRANGED,,,V,Richards
74776,CLE,675,4,ARRANGED,,MTWRF,V,Richards
73818,CLE,680,3,ARRANGED,,MTWR,V,Richards
74777,CLE,681,4,ARRANGED,,MTWRF,V,Richards
74778,CLE,683,4,ARRANGED,,MTWRF,V,Richards
74779,CLE,684,4,ARRANGED,,MTWRF,V,Richards
76105,CLE,685,4,ARRANGED,,MTWRF,V,Richards
74780,CLE,690,1 TO 8,ARRANGED,,MTWRF,V,Richards
74781,CLE,691,1 TO 8,ARRANGED,,MTWRF,V,Richards
73727,CLE,702,2,ARRANGED,,MTWRF,V,Richards
73728,CLE,704,2,ARRANGED,,MTWRF,V,Richards
73729,CLE,706,4,ARRANGED,,MTWRF,V,Richards
73730,CLE,713,2,ARRANGED,,MTWRF,V,Richards
73731,CLE,714,4,ARRANGED,,MTWRF,V,Richards
73732,CLE,715,4,ARRANGED,,MTWRF,V,Richards
74783,CLE,716,2,ARRANGED,,MTWRF,V,Richards
74083,CLE,732,2,ARRANGED,,MTWRF,V,Richards
74084,CLE,733,4,ARRANGED,,MTWRF,V,Richards
76106,CLE,737,2,ARRANGED,,MTWRF,V,Richards
76000,CLE,738,2,ARRANGED,,MTWRF,V,Richards
76001,CLE,739,4,ARRANGED,,MTWRF,V,Richards
74784,CLE,740,2,ARRANGED,,MTWRF,V,Richards
74785,CLE,741,4,ARRANGED,,MTWRF,V,Richards
73733,CLE,742,4,ARRANGED,,MTWRF,V,Richards
76107,CLE,743,4,ARRANGED,,MTWRF,V,Richards
74081,CLE,744,2,ARRANGED,,MTWRF,V,Richards
74082,CLE,745,4,ARRANGED,,MTWRF,V,Richards
73734,CLE,746,2,ARRANGED,,MTWRF,V,Richards
73735,CLE,748,4,ARRANGED,,MTWRF,V,Richards
73736,CLE,750,2,ARRANGED,,MTWRF,V,Richards
74786,CLE,751,2,ARRANGED,,MTWRF,V,Richards
74787,CLE,752,4,ARRANGED,,MTWRF,V,Richards
73737,CLE,764,2,ARRANGED,,MTWRF,V,Richards
73738,CLE,771,2,ARRANGED,,MTWRF,V,Richards
74788,CLE,773,2,ARRANGED,,MTWRF,V,Richards
73739,CLE,774,2,ARRANGED,,MTWRF,V,Richards
73742,CLE,775,4,ARRANGED,,MTWRF,V,Richards
73743,CLE,776,2,ARRANGED,,MTWRF,V,Richards
73744,CLE,777,2,ARRANGED,,MTWRF,V,Richards
73745,CLE,778,2,ARRANGED,,MTWRF,V,Richards
73746,CLE,779,4,ARRANGED,,MTWRF,V,Richards
73748,CLE,780,2,ARRANGED,,MTWRF,V,Richards
73749,CLE,781,4,ARRANGED,,MTWRF,V,Richards
73750,CLE,782,4,ARRANGED,,MTWRF,V,Richards
73751,CLE,783,4,ARRANGED,,MTWRF,V,Richards
73752,CLE,784,2,ARRANGED,,MTWRF,V,Richards
73753,CLE,786,2,ARRANGED,,MTWRF,V,Richards
73754,CLE,793,2,ARRANGED,,MTWRF,V,Richards
74789,CLE,794,2,ARRANGED,,MTWRF,V,Richards
74900,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74910,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74911,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74912,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74913,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74914,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74915,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74916,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74917,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74918,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74919,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74901,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74920,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74921,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74922,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74923,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74924,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74925,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74926,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74927,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74928,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74929,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74902,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74930,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74940,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74943,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74945,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74946,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74947,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74903,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74905,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74906,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74907,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74908,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74909,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74948,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74995,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74996,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74997,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74998,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74999,CLE,799,0 TO 4,ARRANGED,,,V,Richards
75000,CLE,799,0 TO 4,ARRANGED,,,V,Richards
75001,CLE,799,0 TO 4,ARRANGED,,,V,Richards
75002,CLE,799,0 TO 4,ARRANGED,,,V,Richards
75003,CLE,799,0 TO 4,ARRANGED,,,V,Richards
75004,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74949,CLE,799,0 TO 4,ARRANGED,,,V,Richards
75005,CLE,799,0 TO 4,ARRANGED,,,V,Richards
75006,CLE,799,0 TO 4,ARRANGED,,,V,Richards
75007,CLE,799,0 TO 4,ARRANGED,,,V,Richards
75008,CLE,799,0 TO 4,ARRANGED,,,V,Richards
75009,CLE,799,0 TO 4,ARRANGED,,,V,Richards
75010,CLE,799,0 TO 4,ARRANGED,,,V,Richards
75011,CLE,799,0 TO 4,ARRANGED,,,V,Richards
75012,CLE,799,0 TO 4,ARRANGED,,,V,Richards
75013,CLE,799,0 TO 4,ARRANGED,,,V,Richards
75014,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74950,CLE,799,0 TO 4,ARRANGED,,,V,Richards
75016,CLE,799,0 TO 4,ARRANGED,,,V,Richards
75017,CLE,799,0 TO 4,ARRANGED,,,V,Richards
75018,CLE,799,0 TO 4,ARRANGED,,,V,Richards
75019,CLE,799,0 TO 4,ARRANGED,,,V,Richards
75020,CLE,799,0 TO 4,ARRANGED,,,V,Richards
75021,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74951,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74952,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74953,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74954,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74955,CLE,799,0 TO 4,ARRANGED,,,V,Richards
74956,CLE,799,0 TO 4,ARRANGED,,,V,Richards
76110,CLE,799,0 TO 4,ARRANGED,,,V,Richards
76119,CLE,799,0 TO 4,ARRANGED,,,V,Richards
76120,CLE,799,0 TO 4,ARRANGED,,,V,Richards
76121,CLE,799,0 TO 4,ARRANGED,,,V,Richards
76122,CLE,799,0 TO 4,ARRANGED,,,V,Richards
76123,CLE,799,0 TO 4,ARRANGED,,,V,Richards
76124,CLE,799,0 TO 4,ARRANGED,,,V,Richards
76131,CLE,799,0 TO 4,ARRANGED,,,V,Richards
76111,CLE,799,0 TO 4,ARRANGED,,,V,Richards
76112,CLE,799,0 TO 4,ARRANGED,,,V,Richards
76113,CLE,799,0 TO 4,ARRANGED,,,V,Richards
76114,CLE,799,0 TO 4,ARRANGED,,,V,Richards
76115,CLE,799,0 TO 4,ARRANGED,,,V,Richards
76116,CLE,799,0 TO 4,ARRANGED,,,V,Richards
76117,CLE,799,0 TO 4,ARRANGED,,,V,Richards
76118,CLE,799,0 TO 4,ARRANGED,,,V,Richards
59583,CMN,101,3,08:00 AM,08:50 AM,MWF,,
53341,CMN,101,3,08:00 AM,08:50 AM,MWF,,
53308,CMN,101,3,09:00 AM,09:50 AM,MWF,,
53309,CMN,101,3,09:00 AM,09:50 AM,MWF,,
53310,CMN,101,3,09:00 AM,09:50 AM,MWF,,
59502,CMN,101,3,09:00 AM,09:50 AM,MWF,,
53311,CMN,101,3,09:00 AM,09:50 AM,MWF,,
53348,CMN,101,3,01:00 PM,01:50 PM,MWF,,
53314,CMN,101,3,10:00 AM,10:50 AM,MWF,,
53316,CMN,101,3,10:00 AM,10:50 AM,MWF,,
53317,CMN,101,3,10:00 AM,10:50 AM,MWF,,
59503,CMN,101,3,10:00 AM,10:50 AM,MWF,,
53346,CMN,101,3,10:00 AM,10:50 AM,MWF,,
53321,CMN,101,3,10:00 AM,10:50 AM,MWF,,
53323,CMN,101,3,11:00 AM,11:50 AM,MWF,,
53325,CMN,101,3,11:00 AM,11:50 AM,MWF,,
53326,CMN,101,3,11:00 AM,11:50 AM,MWF,,
53320,CMN,101,3,11:00 AM,11:50 AM,MWF,,
53338,CMN,101,3,12:00 PM,12:50 PM,MWF,,
53339,CMN,101,3,12:00 PM,12:50 PM,MWF,,
53343,CMN,101,3,12:00 PM,12:50 PM,MWF,,
53342,CMN,101,3,12:00 PM,12:50 PM,MWF,,
53344,CMN,101,3,01:00 PM,01:50 PM,MWF,,
53345,CMN,101,3,01:00 PM,01:50 PM,MWF,,
53347,CMN,101,3,01:00 PM,01:50 PM,MWF,,
53328,CMN,101,3,01:00 PM,01:50 PM,MWF,,
53305,CMN,101,3,02:00 PM,02:50 PM,MWF,,
59508,CMN,101,3,02:00 PM,02:50 PM,MWF,,
59582,CMN,101,3,03:00 PM,03:50 PM,MWF,,
53312,CMN,101,3,03:30 PM,04:50 PM,MW,,
59504,CMN,101,3,08:00 AM,09:20 AM,TR,,
59510,CMN,101,3,08:00 AM,09:20 AM,TR,,
53351,CMN,101,3,09:30 AM,10:50 AM,TR,,
53352,CMN,101,3,09:30 AM,10:50 AM,TR,,
59509,CMN,101,3,09:30 AM,10:50 AM,TR,,
53353,CMN,101,3,09:30 AM,10:50 AM,TR,,
53354,CMN,101,3,09:30 AM,10:50 AM,TR,,
53329,CMN,101,3,11:00 AM,11:50 AM,MWF,,
59506,CMN,101,3,01:00 PM,01:50 PM,MWF,,
63895,CMN,101,3,09:00 PM,10:20 PM,MW,,
60331,CMN,101,3,09:00 PM,10:20 PM,TR,,
53356,CMN,101,3,11:00 AM,12:20 PM,TR,,
53357,CMN,101,3,11:00 AM,12:20 PM,TR,,
53360,CMN,101,3,11:00 AM,12:20 PM,TR,,
53359,CMN,101,3,11:00 AM,12:20 PM,TR,,
53365,CMN,101,3,12:30 PM,01:50 PM,TR,,
53367,CMN,101,3,12:30 PM,01:50 PM,TR,,
53368,CMN,101,3,12:30 PM,01:50 PM,TR,,
53369,CMN,101,3,12:30 PM,01:50 PM,TR,,
53371,CMN,101,3,02:00 PM,03:20 PM,TR,,
59511,CMN,101,3,02:00 PM,03:20 PM,TR,,
53372,CMN,101,3,02:00 PM,03:20 PM,TR,,
53373,CMN,101,3,02:00 PM,03:20 PM,TR,,
53307,CMN,101,3,03:30 PM,04:50 PM,TR,,
53349,CMN,101,3,03:30 PM,04:50 PM,TR,,
53374,CMN,101,3,11:00 AM,11:50 AM,MWF,,
53377,CMN,101,3,06:00 PM,08:50 PM,T,,
53376,CMN,101,3,06:00 PM,08:50 PM,M,,
53375,CMN,101,3,06:00 PM,08:50 PM,T,,
53397,CMN,102,4,ARRANGED,,,,
53399,CMN,102,4,ARRANGED,,,,
53390,CMN,102,4,11:00 AM,11:50 AM,MWF,B,Quick
55675,CMN,102,4,09:00 AM,09:50 AM,M,,
53393,CMN,102,4,10:00 AM,10:50 AM,M,,
53394,CMN,102,4,12:00 PM,12:50 PM,M,,
53391,CMN,102,4,01:00 PM,01:50 PM,T,,
53400,CMN,102,4,02:00 PM,02:50 PM,T,,
53401,CMN,102,4,09:00 AM,09:50 AM,W,,
53402,CMN,102,4,10:00 AM,10:50 AM,W,,
53392,CMN,102,4,01:00 PM,01:50 PM,R,,
53405,CMN,111,3,09:00 AM,09:50 AM,MWF,,
53407,CMN,111,3,09:00 AM,09:50 AM,MWF,,
53409,CMN,111,3,10:00 AM,10:50 AM,MWF,,
53410,CMN,111,3,10:00 AM,10:50 AM,MWF,,
53412,CMN,111,3,10:00 AM,10:50 AM,MWF,,
53413,CMN,111,3,11:00 AM,11:50 AM,MWF,,
53414,CMN,111,3,11:00 AM,11:50 AM,MWF,,
53417,CMN,111,3,11:00 AM,11:50 AM,MWF,,
53418,CMN,111,3,12:00 PM,12:50 PM,MWF,,
53419,CMN,111,3,12:00 PM,12:50 PM,MWF,,
53420,CMN,111,3,12:00 PM,12:50 PM,MWF,,
53422,CMN,111,3,01:00 PM,01:50 PM,MWF,,
53423,CMN,111,3,01:00 PM,01:50 PM,MWF,,
53427,CMN,111,3,09:30 AM,10:50 AM,TR,,
53428,CMN,111,3,09:30 AM,10:50 AM,TR,,
53431,CMN,111,3,11:00 AM,12:20 PM,TR,,
53430,CMN,111,3,11:00 AM,12:20 PM,TR,,
53429,CMN,111,3,11:00 AM,12:20 PM,TR,,
53432,CMN,111,3,12:30 PM,01:50 PM,TR,,
53434,CMN,111,3,12:30 PM,01:50 PM,TR,,
53583,CMN,199,0 TO 5,ARRANGED,,,,
62944,CMN,199,3,03:30 PM,04:50 PM,TR,,
53445,CMN,204,3,ARRANGED,,,G,Giorgio
55623,CMN,210,3,10:00 AM,10:50 AM,MWF,J,Moist
69997,CMN,210,3,11:00 AM,11:50 AM,MWF,J,Moist
53450,CMN,211,3,12:00 PM,12:50 PM,MWF,,
53451,CMN,211,3,09:30 AM,10:50 AM,TR,M,Michael
53452,CMN,211,3,11:00 AM,12:20 PM,TR,M,Michael
61258,CMN,211,3,03:30 PM,04:50 PM,TR,M,Michael
53454,CMN,212,3,12:00 PM,12:50 PM,MWF,,
53455,CMN,212,3,09:30 AM,10:50 AM,TR,,
53456,CMN,212,3,11:00 AM,12:20 PM,TR,,
67873,CMN,213,3,11:00 AM,11:50 AM,MWF,,
67874,CMN,213,3,01:00 PM,01:50 PM,MWF,,
74485,CMN,214,3,09:30 AM,10:50 AM,TR,T,Wright-Dixon
74486,CMN,214,3,11:00 AM,12:20 PM,TR,T,Wright-Dixon
70044,CMN,215,3,09:00 AM,09:50 AM,WF,K,Ditewig-Morris
72052,CMN,215,3,11:00 AM,11:50 AM,WF,K,Ditewig-Morris
53458,CMN,220,3,09:00 AM,09:50 AM,MWF,,
53459,CMN,220,3,10:00 AM,10:50 AM,MWF,,
53467,CMN,230,3,01:00 PM,01:50 PM,MW,L,Guntzviller
53469,CMN,230,3,09:00 AM,09:50 AM,R,,
53470,CMN,230,3,10:00 AM,10:50 AM,R,,
53471,CMN,230,3,11:00 AM,11:50 AM,R,,
53472,CMN,230,3,12:00 PM,12:50 PM,R,,
53473,CMN,230,3,01:00 PM,01:50 PM,R,,
53475,CMN,230,3,10:00 AM,10:50 AM,F,,
53474,CMN,230,3,11:00 AM,11:50 AM,F,,
53468,CMN,230,3,12:00 PM,12:50 PM,F,,
53463,CMN,231,3,11:00 AM,11:50 AM,MWF,M,Poole
53464,CMN,232,3,09:30 AM,10:50 AM,TR,M,Koven
76166,CMN,232,3,11:00 AM,12:20 PM,TR,,
61114,CMN,232,3,09:00 AM,09:50 AM,MWF,,
70057,CMN,232,3,10:00 AM,10:50 AM,MWF,,
70359,CMN,250,3,12:30 PM,01:50 PM,TR,B,Huff
71911,CMN,250,3,02:00 PM,03:20 PM,TR,B,Huff
71913,CMN,250,3,03:00 PM,03:50 PM,MWF,J,Cisneros
74522,CMN,250,3,02:00 PM,02:50 PM,MWF,J,Cisneros
61727,CMN,260,3,09:00 AM,09:50 AM,MWF,,
53992,CMN,260,3,11:00 AM,11:50 AM,MWF,,
64495,CMN,260,3,09:30 AM,10:50 AM,TR,,
53993,CMN,260,3,11:00 AM,12:20 PM,TR,,
53476,CMN,277,4,09:30 AM,10:50 AM,TR,T,Dixon
53477,CMN,277,4,12:00 PM,12:50 PM,R,,
53478,CMN,277,4,01:00 PM,01:50 PM,R,,
53479,CMN,277,4,11:00 AM,11:50 AM,F,,
53480,CMN,277,4,12:00 PM,12:50 PM,F,,
53991,CMN,280,3,10:00 AM,10:50 AM,MWF,S,Jackson
56614,CMN,304,1 TO 3,ARRANGED,,,,
53485,CMN,321,3,10:00 AM,10:50 AM,MWF,J,Murphy
53494,CMN,323,3,02:00 PM,03:20 PM,TR,C,Jacobs
65091,CMN,336,3,11:00 AM,11:50 AM,MWF,M,Ramey
65092,CMN,336,3,12:00 PM,12:50 PM,MWF,M,Ramey
61773,CMN,340,3,10:00 AM,10:50 AM,MWF,,
65085,CMN,340,3,11:00 AM,11:50 AM,MWF,,
61374,CMN,361,3,03:00 PM,03:50 PM,MWF,M,Bishop
56053,CMN,368,3,09:00 AM,09:50 AM,MW,M,Ramey
59845,CMN,368,3,11:00 AM,11:50 AM,W,,
59846,CMN,368,3,12:00 PM,12:50 PM,W,,
59843,CMN,368,3,01:00 PM,01:50 PM,W,,
59844,CMN,368,3,10:00 AM,10:50 AM,R,,
61808,CMN,368,3,11:00 AM,11:50 AM,R,,
59842,CMN,368,3,12:30 PM,01:20 PM,R,,
59839,CMN,368,3,09:00 AM,09:50 AM,F,,
59840,CMN,368,3,10:00 AM,10:50 AM,F,,
59841,CMN,368,3,11:00 AM,11:50 AM,F,,
53584,CMN,390,1 TO 3,ARRANGED,,,,
53504,CMN,396,3,11:00 AM,12:20 PM,TR,S,Jackson
53997,CMN,396,3,12:30 PM,01:50 PM,TR,E,Van Duyn
66408,CMN,396,3,02:00 PM,03:20 PM,TR,B,Gipson
65641,CMN,396,3,02:00 PM,03:20 PM,TR,T,Wright-Dixon
53506,CMN,396,3,02:00 PM,03:20 PM,TR,E,Van Duyn
53998,CMN,396,3,02:00 PM,03:20 PM,TR,C,Bigman-Galimore
66367,CMN,396,3,10:00 AM,10:50 AM,MWF,,
53505,CMN,396,3,01:00 PM,01:50 PM,MWF,C,Finnegan
64502,CMN,410,4,09:30 AM,10:50 AM,TR,W,Barley
64501,CMN,410,3,09:30 AM,10:50 AM,TR,W,Barley
53509,CMN,413,4,01:00 PM,01:50 PM,MWF,M,Poole
53508,CMN,413,3,01:00 PM,01:50 PM,MWF,M,Poole
53523,CMN,421,4,12:30 PM,01:50 PM,TR,E,Bigsby
53522,CMN,421,3,12:30 PM,01:50 PM,TR,E,Bigsby
53529,CMN,432,3,09:30 AM,10:50 AM,TR,B,Huff
72976,CMN,432,3,11:00 AM,12:20 PM,TR,B,Huff
54004,CMN,462,4,09:30 AM,10:50 AM,TR,C,Thompson
54003,CMN,462,3,09:30 AM,10:50 AM,TR,C,Thompson
55668,CMN,465,4,12:30 PM,01:50 PM,MW,B,Quick
55639,CMN,465,3,12:30 PM,01:50 PM,MW,B,Quick
66752,CMN,467,4,11:00 AM,12:20 PM,TR,C,Bigman-Galimore
66751,CMN,467,3,11:00 AM,12:20 PM,TR,C,Bigman-Galimore
53585,CMN,491,2,ARRANGED,,,,
53586,CMN,493,2,ARRANGED,,,,
53536,CMN,496,4,03:30 PM,04:50 PM,TR,C,Jacobs
53535,CMN,496,3,03:30 PM,04:50 PM,TR,C,Jacobs
53554,CMN,496,4,12:30 PM,01:50 PM,TR,M,Koven
53548,CMN,496,3,12:30 PM,01:50 PM,TR,M,Koven
53564,CMN,496,4,12:30 PM,01:50 PM,TR,J,Yang
53562,CMN,496,3,12:30 PM,01:50 PM,TR,J,Yang
60949,CMN,501,4,ARRANGED,,,L,Weiner
63844,CMN,507,4,ARRANGED,,,L,Clark
53576,CMN,529,4,02:00 PM,04:50 PM,M,L,Guntzviller
53577,CMN,529,4,02:00 PM,04:50 PM,T,C,Thompson
53578,CMN,529,4,02:00 PM,04:50 PM,R,W,Barley
53580,CMN,529,4,02:00 PM,04:50 PM,R,E,Bigsby
53579,CMN,529,4,02:00 PM,04:50 PM,W,T,Dixon
57571,CMN,538,4,02:00 PM,04:50 PM,W,J,Murphy
71421,CMN,538,4,02:00 PM,04:50 PM,M,C,Finnegan
63275,CMN,550,1,02:00 PM,02:50 PM,F,T,O'Gorman
54291,CMN,574,4,11:00 AM,11:50 AM,MWF,J,Caughlin
62134,CMN,575,4,ARRANGED,,,L,Weiner
53587,CMN,595,1 TO 12,ARRANGED,,,,
60574,CMN,595,2,ARRANGED,,,L,Guntzviller
58884,CMN,595,2,ARRANGED,,,M,Poole
53588,CMN,599,0 TO 16,ARRANGED,,,,
70585,CPSC,102,2,03:00 PM,04:50 PM,M,J,Zilles
31643,CPSC,112,4,09:00 AM,10:50 AM,W,J,Arbelaez
31644,CPSC,112,4,11:00 AM,12:50 PM,W,J,Arbelaez
58247,CPSC,112,4,01:00 PM,02:50 PM,W,J,Arbelaez
63201,CPSC,112,4,03:00 PM,04:50 PM,W,J,Arbelaez
63222,CPSC,112,4,10:00 AM,11:50 AM,F,J,Arbelaez
31645,CPSC,112,4,11:00 AM,12:20 PM,TR,J,Arbelaez
75998,CPSC,131,3,06:30 PM,08:30 PM,MW,K,Lambert
42384,CPSC,180,3,ARRANGED,,,C,Riggins
15375,CPSC,199,3,10:00 AM,11:20 AM,MW,G,Czapar
58408,CPSC,213,3,06:30 PM,08:30 PM,MW,J,Rutkoski
