crn,courseDept,courseNum,hours,startTime,endTime,days,instructorFirstName,instructorLastName
41758,AAS,100,3,09:00 AM,09:50 AM,F,R,Zheng
47100,AAS,100,3,12:00 PM,12:50 PM,F,P,Atienza
47102,AAS,100,3,01:00 PM,01:50 PM,F,Y,Wang
51248,AAS,100,3,10:00 AM,10:50 AM,F,R,Zheng
51249,AAS,100,3,11:00 AM,11:50 AM,F,P,Atienza
51932,AAS,100,3,02:00 PM,02:50 PM,F,Y,Wang
59818,AAS,100,3,10:00 AM,10:50 AM,F,D,Gonzalez
59819,AAS,100,3,11:00 AM,11:50 AM,F,D,Gonzalez
59820,AAS,100,3,02:00 PM,02:50 PM,F,A,Rosado-Torres
59821,AAS,100,3,01:00 PM,01:50 PM,F,A,Rosado-Torres
29646,AAS,100,3,01:00 PM,01:50 PM,MW,J,Rana
51394,AAS,120,3,11:00 AM,12:20 PM,MW,,
67473,AAS,200,3,02:00 PM,03:20 PM,MW,,
71040,AAS,201,3,ARRANGED,,,,
71043,AAS,201,3,ARRANGED,,,,
74251,AAS,201,3,ARRANGED,,,,
75111,AAS,275,3,02:00 PM,02:50 PM,F,C,Martins Freitas
71455,AAS,275,3,02:00 PM,02:50 PM,R,M,Nguyen
71457,AAS,275,3,04:00 PM,04:50 PM,R,M,Nguyen
71459,AAS,275,3,09:00 AM,09:50 AM,F,M,Nguyen
71461,AAS,275,3,11:00 AM,11:50 AM,F,C,Martins Freitas
73306,AAS,275,3,03:00 PM,03:50 PM,W,D,McCarthy
73308,AAS,275,3,04:00 PM,04:50 PM,W,D,McCarthy
73313,AAS,275,3,10:00 AM,10:50 AM,F,J,Hernandez
73315,AAS,275,3,12:00 PM,12:50 PM,F,M,Nguyen
75109,AAS,275,3,05:00 PM,05:50 PM,R,J,Hernandez
71453,AAS,275,3,12:00 PM,12:50 PM,MW,M,Nguyen
71409,AAS,281,3,09:00 AM,09:50 AM,F,A,Burgos
71413,AAS,281,3,01:00 PM,01:50 PM,F,A,Burgos
71417,AAS,281,3,12:00 PM,12:50 PM,F,A,Burgos
75269,AAS,281,3,12:00 PM,12:50 PM,F,A,Burgos
75272,AAS,281,3,03:00 PM,03:50 PM,W,A,Burgos
75275,AAS,281,3,02:00 PM,02:50 PM,W,A,Burgos
70106,AAS,281,3,12:00 PM,12:50 PM,MW,A,Burgos
64421,AAS,297,3,09:30 AM,10:45 AM,TR,D,Chih
66652,AAS,300,3,02:00 PM,03:20 PM,TR,,
65000,AAS,310,4,02:00 PM,03:50 PM,R,,
33764,AAS,310,4,02:00 PM,03:50 PM,R,,
33770,AAS,310,4,02:00 PM,03:50 PM,T,J,Anderson
75368,AAS,357,3,02:00 PM,03:20 PM,TR,J,de la Garza
45567,AAS,402,4,02:30 PM,04:20 PM,T,S,Lee
64998,AAS,402,4,02:30 PM,04:20 PM,T,S,Lee
55874,AAS,479,4,02:00 PM,04:20 PM,M,N,Lira
55873,AAS,479,3,02:00 PM,04:20 PM,M,N,Lira
31311,AAS,490,3,ARRANGED,,,,
73838,AAS,589,4,ARRANGED,,,,
72060,ABE,100,1,01:00 PM,02:50 PM,R,R,Bhattarai
10141,ABE,199,1 TO 5,ARRANGED,,,,
70613,ABE,199,1,12:00 PM,12:50 PM,W,A,Boone
55376,ABE,199,3,01:00 PM,02:20 PM,MW,R,Bhattarai
74078,ABE,199,1,ARRANGED,,,A,Witmer
73520,ABE,199,1,06:30 PM,07:50 PM,W,A,Witmer
58928,ABE,223,2,08:00 AM,09:50 AM,T,T,Grift
58929,ABE,223,2,10:00 AM,11:50 AM,T,T,Grift
58930,ABE,223,2,01:00 PM,02:50 PM,T,T,Grift
58927,ABE,223,2,10:00 AM,10:50 AM,MWF,T,Grift
58932,ABE,224,2,08:00 AM,09:50 AM,T,P,Kalita
58933,ABE,224,2,10:00 AM,11:50 AM,T,P,Kalita
58931,ABE,224,2,10:00 AM,10:50 AM,MWF,P,Kalita
75460,ABE,232,3,02:00 PM,03:20 PM,TR,A,Witmer
57598,ABE,341,3,11:00 AM,11:50 AM,MWF,K,Rausch
75280,ABE,361,3,09:00 AM,11:50 AM,F,C,Allen
50272,ABE,397,1 TO 4,ARRANGED,,,,
64780,ABE,430,2,01:00 PM,02:50 PM,R,P,Davidson
64781,ABE,430,2,10:00 AM,11:50 AM,W,P,Davidson
64782,ABE,430,2,11:00 AM,12:50 PM,R,P,Davidson
64779,ABE,430,2,11:00 AM,11:50 AM,T,P,Davidson
68450,ABE,436,3,01:00 PM,02:50 PM,M,X,Wang
68451,ABE,436,4,01:00 PM,02:50 PM,M,X,Wang
33575,ABE,440,4,03:30 PM,04:50 PM,TR,A,Lipka
34029,ABE,440,4,ARRANGED,,,A,Lipka
34047,ABE,440,4,ARRANGED,,,A,Lipka
34061,ABE,440,4,ARRANGED,,,A,Lipka
55892,ABE,440,4,ARRANGED,,,A,Lipka
67023,ABE,445,4,ARRANGED,,,S,Rodriguez Zas
75570,ABE,452,3,01:00 PM,02:20 PM,TR,L,Rodriguez
29655,ABE,459,3,03:00 PM,05:50 PM,W,R,Cooke
39805,ABE,459,4,03:00 PM,05:50 PM,W,R,Cooke
31273,ABE,466,3,12:00 PM,02:50 PM,R,C,Allen
31277,ABE,466,3,03:00 PM,05:50 PM,R,C,Allen
31280,ABE,466,3,09:00 AM,09:50 AM,TR,C,Allen
29660,ABE,476,4,03:00 PM,04:50 PM,W,Y,Zhang
29662,ABE,476,4,09:30 AM,10:50 AM,TR,Y,Zhang
29663,ABE,483,3,09:00 AM,10:50 AM,TR,M,Kamruzzaman
57478,ABE,488,4,01:00 PM,02:20 PM,TR,V,Singh
50183,ABE,497,1 TO 4,ARRANGED,,,,
10169,ABE,498,1 to 4,ARRANGED,,,,
70448,ABE,498,1 to 4,11:00 AM,11:50 AM,MW,R,Bhattarai
70449,ABE,498,3,03:00 PM,04:50 PM,M,R,Bhattarai
72232,ABE,498,1 to 4,ARRANGED,,,X,Wang
39806,ABE,501,1,01:00 PM,01:50 PM,F,Y,Zhang
75474,ABE,532,4,03:30 PM,04:20 PM,R,A,Witmer
47356,ABE,594,0,12:00 PM,12:50 PM,F,G,Chowdhary
10174,ABE,597,1 TO 4,ARRANGED,,,,
10177,ABE,599,0 TO 16,ARRANGED,,,,
10033,ACCY,199,1 TO 5,ARRANGED,,,,
69998,ACCY,199,1,03:30 PM,04:20 PM,M,D,Harper
39539,ACCY,200,3,ARRANGED,,,L,Zhang
29670,ACCY,200,3,ARRANGED,,,P,Silhan
36478,ACCY,201,3,08:00 AM,08:50 AM,F,,
36482,ACCY,201,3,09:00 AM,09:50 AM,F,,
36484,ACCY,201,3,09:00 AM,09:50 AM,F,,
36486,ACCY,201,3,10:00 AM,10:50 AM,F,,
36487,ACCY,201,3,10:00 AM,10:50 AM,F,,
36489,ACCY,201,3,08:00 AM,08:50 AM,F,,
36494,ACCY,201,3,11:00 AM,11:50 AM,F,,
36496,ACCY,201,3,11:00 AM,11:50 AM,F,,
36499,ACCY,201,3,08:00 AM,08:50 AM,F,,
36502,ACCY,201,3,01:00 PM,01:50 PM,F,,
36506,ACCY,201,3,12:00 PM,12:50 PM,F,,
36509,ACCY,201,3,12:00 PM,12:50 PM,F,,
36513,ACCY,201,3,02:00 PM,02:50 PM,F,,
36516,ACCY,201,3,09:00 AM,09:50 AM,F,,
36522,ACCY,201,3,01:00 PM,01:50 PM,F,,
36526,ACCY,201,3,01:00 PM,01:50 PM,F,,
36530,ACCY,201,3,01:00 PM,01:50 PM,F,,
36536,ACCY,201,3,02:00 PM,02:50 PM,F,,
36538,ACCY,201,3,02:00 PM,02:50 PM,F,,
36543,ACCY,201,3,02:00 PM,02:50 PM,F,,
36474,ACCY,201,3,11:00 AM,12:20 PM,W,M,Fisher
36477,ACCY,201,3,12:30 PM,01:50 PM,W,M,Fisher
71428,ACCY,201,3,09:30 AM,10:50 AM,W,M,Fisher
36552,ACCY,202,3,08:00 AM,08:50 AM,F,,
36556,ACCY,202,3,09:00 AM,09:50 AM,F,,
36560,ACCY,202,3,10:00 AM,10:50 AM,F,,
36565,ACCY,202,3,11:00 AM,11:50 AM,F,,
36568,ACCY,202,3,12:00 PM,12:50 PM,F,,
36574,ACCY,202,3,01:00 PM,01:50 PM,F,,
71329,ACCY,202,3,09:00 AM,09:50 AM,F,,
71330,ACCY,202,3,08:00 AM,08:50 AM,F,,
71331,ACCY,202,3,01:00 PM,01:50 PM,F,,
71332,ACCY,202,3,02:00 PM,02:50 PM,F,,
36549,ACCY,202,3,07:00 PM,08:50 PM,T,J,Shapland
71328,ACCY,202,3,07:00 PM,08:50 PM,T,J,Shapland
45794,ACCY,290,0 TO 3,ARRANGED,,,J,Shapland
36577,ACCY,301,3,08:00 AM,09:20 AM,MW,S,Mendoza
36581,ACCY,301,3,09:30 AM,10:50 AM,MW,S,Mendoza
36584,ACCY,301,3,11:00 AM,12:20 PM,MW,M,Alt
36587,ACCY,301,3,03:30 PM,04:50 PM,MW,J,Johnson
36590,ACCY,301,3,11:00 AM,12:20 PM,TR,T,Sougiannis
36592,ACCY,301,3,12:30 PM,01:50 PM,MW,J,Johnson
36598,ACCY,301,3,12:30 PM,01:50 PM,TR,T,Sougiannis
49255,ACCY,301,3,02:00 PM,03:20 PM,MW,J,Johnson
36610,ACCY,302,3,08:00 AM,09:20 AM,TR,M,Wu
36614,ACCY,302,3,09:30 AM,10:50 AM,TR,J,Samet
36618,ACCY,302,3,03:30 PM,04:50 PM,TR,J,Samet
36677,ACCY,302,3,12:30 PM,01:50 PM,TR,S,Curtis
36680,ACCY,302,3,11:00 AM,12:20 PM,TR,S,Curtis
36688,ACCY,302,3,09:30 AM,10:50 AM,TR,M,Wu
49258,ACCY,302,3,02:00 PM,03:20 PM,TR,J,Samet
36690,ACCY,302,3,02:00 PM,02:50 PM,T,S,Curtis
36691,ACCY,302,3,03:30 PM,04:20 PM,T,S,Curtis
36692,ACCY,303,3,08:00 AM,09:20 AM,MW,D,Godsell
36700,ACCY,303,3,09:30 AM,10:50 AM,MW,D,Godsell
36701,ACCY,303,3,11:00 AM,12:20 PM,MW,D,Godsell
36713,ACCY,303,3,12:30 PM,01:50 PM,MW,S,Pachera
49259,ACCY,303,3,02:00 PM,03:20 PM,MW,S,Pachera
36703,ACCY,303,3,03:30 PM,04:50 PM,MW,S,Pachera
67818,ACCY,303,3,11:00 AM,12:20 PM,MW,B,Hamm
31317,ACCY,304,3,08:00 AM,09:20 AM,TR,C,Hayne
31318,ACCY,304,3,09:30 AM,10:50 AM,TR,C,Hayne
31319,ACCY,304,3,02:00 PM,03:20 PM,TR,C,Hayne
31320,ACCY,304,3,03:30 PM,04:50 PM,TR,M,Williamson
49280,ACCY,304,3,02:00 PM,03:20 PM,TR,M,Williamson
62036,ACCY,304,3,11:00 AM,12:20 PM,TR,M,Williamson
31321,ACCY,312,3,11:00 AM,12:20 PM,MW,D,Holder
31324,ACCY,312,3,12:30 PM,01:50 PM,MW,M,Penn
31330,ACCY,312,3,02:00 PM,03:20 PM,MW,M,Hutchens
31332,ACCY,312,3,03:30 PM,04:50 PM,MW,C,Holder
31333,ACCY,312,3,09:30 AM,10:50 AM,MW,M,Hutchens
45719,ACCY,312,3,09:30 AM,10:50 AM,MW,M,Penn
45934,ACCY,312,3,11:00 AM,12:20 PM,MW,M,Hutchens
61668,ACCY,321,3,04:00 PM,04:50 PM,M,J,Hinchliffe
60065,ACCY,321,3,05:30 PM,07:30 PM,M,D,Planty
61229,ACCY,398,4,ARRANGED,,,M,Hutchens
64742,ACCY,398,8,ARRANGED,,,M,Hutchens
64739,ACCY,398,12,ARRANGED,,,M,Hutchens
64732,ACCY,398,16,ARRANGED,,,M,Hutchens
61230,ACCY,398,0 TO 16,ARRANGED,,,M,Hutchens
36754,ACCY,405,3,09:30 AM,10:50 AM,MW,D,Kink
36758,ACCY,405,3,02:00 PM,03:20 PM,MW,D,Kink
36764,ACCY,405,3,12:30 PM,01:50 PM,MW,M,Lullo
36768,ACCY,405,3,02:00 PM,03:20 PM,MW,A,Thompson
36771,ACCY,405,3,03:30 PM,04:50 PM,MW,A,Thompson
54162,ACCY,405,3,09:30 AM,10:50 AM,MW,M,Lullo
36779,ACCY,405,3,04:00 PM,05:20 PM,R,,
61231,ACCY,410,3,09:30 AM,10:50 AM,TR,M,Kustanovich
64652,ACCY,410,4,09:30 AM,10:50 AM,TR,M,Kustanovich
62729,ACCY,410,3,11:00 AM,12:20 PM,TR,M,Kustanovich
64654,ACCY,410,4,11:00 AM,12:20 PM,TR,M,Kustanovich
62730,ACCY,410,3,11:00 AM,12:20 PM,MW,A,Ibrahim
64656,ACCY,410,4,11:00 AM,12:20 PM,MW,A,Ibrahim
62731,ACCY,410,3,03:30 PM,04:50 PM,MW,A,Ibrahim
64657,ACCY,410,4,03:30 PM,04:50 PM,MW,A,Ibrahim
62732,ACCY,410,3,08:00 AM,09:20 AM,TR,M,Kustanovich
64658,ACCY,410,4,08:00 AM,09:20 AM,TR,M,Kustanovich
49130,ACCY,451,3,11:00 AM,12:20 PM,TR,J,Davis
63159,ACCY,451,4,11:00 AM,12:20 PM,TR,J,Davis
54569,ACCY,451,3,12:30 PM,01:50 PM,TR,C,Holder
63160,ACCY,451,4,12:30 PM,01:50 PM,TR,C,Holder
62733,ACCY,451,3,02:00 PM,03:20 PM,TR,C,Holder
63161,ACCY,451,4,02:00 PM,03:20 PM,TR,C,Holder
63119,ACCY,451,3,08:00 AM,09:20 AM,TR,J,Davis
63163,ACCY,451,4,08:00 AM,09:20 AM,TR,J,Davis
70659,ACCY,451,3,12:30 PM,01:50 PM,TR,J,Davis
70660,ACCY,451,4,12:30 PM,01:50 PM,TR,J,Davis
10038,ACCY,499,2 TO 4,ARRANGED,,,,
49761,ACCY,500,2,02:00 PM,03:20 PM,TR,G,Augusto Sampaio Franco de Lima
62025,ACCY,500,2,12:30 PM,01:50 PM,TR,G,Augusto Sampaio Franco de Lima
67282,ACCY,500,4,ARRANGED,,,O,Urcan
74627,ACCY,500,2,ARRANGED,,,,
67281,ACCY,500,4,ARRANGED,,,O,Urcan
56063,ACCY,500,2,11:00 AM,12:20 PM,TR,G,Augusto Sampaio Franco de Lima
29678,ACCY,501,2,ARRANGED,,,G,Augusto Sampaio Franco de Lima
69435,ACCY,501,2,ARRANGED,,,G,Augusto Sampaio Franco de Lima
70308,ACCY,501,4,03:30 PM,04:50 PM,MW,L,Zhang
69437,ACCY,501,2,ARRANGED,,,G,Augusto Sampaio Franco de Lima
69438,ACCY,501,2,ARRANGED,,,G,Augusto Sampaio Franco de Lima
29680,ACCY,502,4,09:30 AM,10:50 AM,MW,R,Schwartz
31334,ACCY,502,4,11:00 AM,12:20 PM,MW,R,Schwartz
61232,ACCY,502,4,07:00 PM,08:20 PM,MW,R,Schwartz
71904,ACCY,502,2,ARRANGED,,,A,Ibrahim
71905,ACCY,502,2,ARRANGED,,,A,Ibrahim
76239,ACCY,502,4,08:00 AM,09:20 AM,MW,R,Schwartz
71906,ACCY,502,2,ARRANGED,,,A,Ibrahim
71907,ACCY,502,2,ARRANGED,,,A,Ibrahim
31335,ACCY,503,2,12:30 PM,01:50 PM,TR,G,Augusto Sampaio Franco de Lima
39540,ACCY,503,2,11:00 AM,12:20 PM,TR,G,Augusto Sampaio Franco de Lima
56299,ACCY,504,4,06:00 AM,07:20 AM,MW,A,Chatterton
59162,ACCY,504,4,09:30 AM,10:50 AM,TR,A,Chatterton
64875,ACCY,504,4,11:00 AM,12:20 PM,TR,A,Chatterton
70165,ACCY,504,2,ARRANGED,,,M,Peecher
70166,ACCY,504,2,ARRANGED,,,M,Peecher
76238,ACCY,504,4,08:00 AM,09:20 AM,TR,A,Chatterton
70167,ACCY,504,2,ARRANGED,,,M,Peecher
70168,ACCY,504,2,ARRANGED,,,M,Peecher
31339,ACCY,505,4,12:30 PM,01:50 PM,TR,M,Alt
31341,ACCY,505,4,02:00 PM,03:20 PM,TR,M,Alt
54993,ACCY,505,4,03:30 PM,04:50 PM,TR,M,Hutchens
57605,ACCY,505,4,02:00 PM,03:20 PM,TR,M,Hutchens
69441,ACCY,505,2,ARRANGED,,,M,Hutchens
69442,ACCY,505,2,ARRANGED,,,M,Hutchens
70661,ACCY,505,4,10:00 PM,11:20 PM,TR,M,Alt
69443,ACCY,505,2,ARRANGED,,,M,Hutchens
69444,ACCY,505,2,ARRANGED,,,M,Hutchens
71549,ACCY,506,4,ARRANGED,,,M,Kustanovich
71551,ACCY,506,4,ARRANGED,,,M,Kustanovich
49275,ACCY,510,4,02:00 PM,03:20 PM,TR,C,Steward
61974,ACCY,510,4,12:30 PM,01:50 PM,TR,C,Steward
62037,ACCY,510,4,11:00 AM,12:20 PM,TR,C,Steward
51813,ACCY,512,4,09:30 AM,10:50 AM,TR,X,Chen
51817,ACCY,512,4,09:30 AM,10:50 AM,TR,X,Chen
51814,ACCY,512,4,11:00 AM,12:20 PM,TR,X,Chen
51816,ACCY,512,4,12:30 PM,01:50 PM,TR,X,Chen
46977,ACCY,515,4,02:00 PM,03:20 PM,MW,Y,Zhou
46978,ACCY,515,4,09:30 AM,10:50 AM,MW,Y,Zhou
54477,ACCY,515,4,03:30 PM,04:50 PM,MW,Y,Zhou
31373,ACCY,517,4,12:30 PM,01:50 PM,MW,B,Hamm
31377,ACCY,517,4,08:00 AM,09:20 AM,MW,B,Hamm
31379,ACCY,517,4,08:00 AM,09:20 AM,MW,B,Hamm
39543,ACCY,517,4,09:30 AM,10:50 AM,TR,L,Zhang
66681,ACCY,518,4,08:00 AM,09:20 AM,TR,F,Nekrasz
66682,ACCY,518,4,09:30 AM,10:50 AM,TR,F,Nekrasz
66683,ACCY,518,4,02:00 PM,03:20 PM,TR,F,Nekrasz
70667,ACCY,518,4,12:30 PM,01:50 PM,TR,F,Nekrasz
31381,ACCY,551,4,08:00 AM,09:20 AM,TR,T,Sternburg
31382,ACCY,551,4,09:30 AM,10:50 AM,TR,T,Sternburg
74619,ACCY,552,4,12:30 PM,01:50 PM,TR,T,Sternburg
54570,ACCY,556,4,12:30 PM,01:50 PM,MW,D,Holder
31384,ACCY,556,4,02:00 PM,03:20 PM,MW,D,Holder
71963,ACCY,569,2,ARRANGED,,,R,Guymon
71964,ACCY,569,2,ARRANGED,,,R,Guymon
68784,ACCY,570,4,09:30 AM,10:50 AM,MW,V,Anand
68785,ACCY,570,4,11:00 AM,12:20 PM,MW,V,Anand
68786,ACCY,570,4,12:30 PM,01:50 PM,MW,K,Mendoza
68787,ACCY,570,4,02:00 PM,03:20 PM,MW,K,Mendoza
70665,ACCY,570,4,03:30 PM,04:50 PM,MW,K,Mendoza
71909,ACCY,570,4,08:00 AM,09:20 AM,MW,,
66737,ACCY,570,4,05:00 PM,05:50 PM,M,J,Herbold
70666,ACCY,570,4,08:00 AM,09:20 AM,MW,V,Anand
71508,ACCY,570,4,08:00 AM,09:20 AM,MW,J,Herbold
74620,ACCY,575,4,08:00 AM,09:20 AM,MW,M,Penn
76284,ACCY,575,4,08:00 AM,09:20 AM,MW,,
73609,ACCY,578,1,ARRANGED,,,L,Lu
73610,ACCY,578,1,ARRANGED,,,F,Nekrasz
73611,ACCY,578,1,ARRANGED,,,L,Lu
73613,ACCY,578,1,ARRANGED,,,F,Nekrasz
76138,ACCY,590,0 TO 4,ARRANGED,,,R,Schwartz
29682,ACCY,592,4,01:00 PM,04:50 PM,F,W,Wang
10041,ACCY,593,1 TO 8,ARRANGED,,,,
36850,ACCY,593,1,ARRANGED,,,R,Venugopalan
75945,ACCY,593,4,ARRANGED,,,B,Hamm
75900,ACCY,593,4,ARRANGED,,,B,Hamm
42664,ACCY,593,4,ARRANGED,,,A,Thompson
36846,ACCY,593,4,ARRANGED,,,A,Thompson
29686,ACCY,599,0 TO 16,08:00 AM,11:50 AM,F,A,Thompson
72693,ACCY,599,0 TO 16,01:00 PM,04:50 PM,F,A,Thompson
76237,ACCY,599,1,03:30 PM,04:20 PM,W,A,Abdel-Khalik
36724,ACE,100,4,01:00 PM,01:50 PM,R,L,Gundersen
36726,ACE,100,4,02:00 PM,02:50 PM,R,L,Gundersen
36727,ACE,100,4,03:00 PM,03:50 PM,F,L,Gundersen
36732,ACE,100,4,09:00 AM,09:50 AM,F,L,Gundersen
36734,ACE,100,4,10:00 AM,10:50 AM,F,L,Gundersen
36735,ACE,100,4,11:00 AM,11:50 AM,F,L,Gundersen
56843,ACE,100,4,01:00 PM,01:50 PM,F,L,Gundersen
36722,ACE,100,4,09:30 AM,10:50 AM,TR,L,Gundersen
39708,ACE,161,3,10:00 AM,11:50 AM,W,M,Burnett
36736,ACE,161,3,10:00 AM,11:50 AM,M,R,Batts
36747,ACE,161,3,01:00 PM,02:50 PM,F,,
36751,ACE,161,3,ARRANGED,,,M,Burnett
36742,ACE,161,3,01:00 PM,02:50 PM,T,A,Lo
36744,ACE,161,3,03:00 PM,04:50 PM,T,A,Lo
61499,ACE,199,3,09:30 AM,10:50 AM,TR,A,Lo
58282,ACE,199,2,02:00 PM,03:20 PM,M,P,Stoddard
58547,ACE,199,2,ARRANGED,,,K,Irani
73756,ACE,203,3,12:30 PM,01:50 PM,TR,J,Coppess
61568,ACE,210,3,10:00 AM,10:50 AM,F,P,Christensen
61575,ACE,210,3,11:00 AM,11:50 AM,F,P,Christensen
61580,ACE,210,3,01:00 PM,01:50 PM,F,P,Christensen
61585,ACE,210,3,02:00 PM,02:50 PM,F,P,Christensen
61590,ACE,210,3,01:00 PM,01:50 PM,F,P,Christensen
61595,ACE,210,3,02:00 PM,02:50 PM,F,P,Christensen
61563,ACE,210,3,02:00 PM,02:50 PM,MW,P,Christensen
29698,ACE,222,3,02:00 PM,03:20 PM,R,P,Stoddard
51717,ACE,240,3,09:30 AM,10:50 AM,TR,P,Stoddard
74876,ACE,240,3,ARRANGED,,,C,Lemoine
69393,ACE,240,3,ARRANGED,,,C,Lemoine
73062,ACE,251,3,03:00 PM,03:50 PM,R,,
40968,ACE,251,3,04:00 PM,04:50 PM,R,,
49099,ACE,251,3,10:00 AM,10:50 AM,F,,
49100,ACE,251,3,11:00 AM,11:50 AM,F,,
58922,ACE,251,3,02:00 PM,02:50 PM,F,,
65292,ACE,251,3,09:00 AM,09:50 AM,F,,
75099,ACE,251,3,03:00 PM,03:50 PM,F,,
75100,ACE,251,3,12:00 PM,12:50 PM,F,,
49101,ACE,251,3,ARRANGED,,,H,Michelson
31419,ACE,261,4,03:30 PM,04:50 PM,TR,L,Gundersen
31395,ACE,261,4,09:00 AM,09:50 AM,F,L,Gundersen
31396,ACE,261,4,10:00 AM,10:50 AM,F,L,Gundersen
72898,ACE,262,3,11:00 AM,11:50 AM,MWF,S,Sellars
72900,ACE,264,3,12:30 PM,01:50 PM,TR,J,Janzen
10044,ACE,293,1 TO 4,ARRANGED,,,,
10057,ACE,294,1 TO 4,ARRANGED,,,,
41379,ACE,295,1 TO 4,ARRANGED,,,,
72902,ACE,300,3,01:00 PM,01:50 PM,F,R,Endres
72903,ACE,300,3,02:00 PM,02:50 PM,F,R,Endres
73014,ACE,300,3,01:00 PM,01:50 PM,F,R,Endres
73015,ACE,300,3,12:00 PM,12:50 PM,F,R,Endres
72901,ACE,300,3,01:00 PM,01:50 PM,MW,R,Endres
73096,ACE,310,3,10:00 AM,10:50 AM,F,R,Endres
73097,ACE,310,3,11:00 AM,11:50 AM,F,R,Endres
36772,ACE,310,3,10:00 AM,10:50 AM,TR,R,Endres
65659,ACE,321,3,04:00 PM,04:50 PM,M,J,Hinchliffe
65658,ACE,321,3,05:30 PM,07:30 PM,M,D,Planty
65063,ACE,341,1,02:00 PM,02:50 PM,MW,L,Karplus
65167,ACE,341,1,11:00 AM,11:50 AM,TR,C,Helton
65064,ACE,341,1,02:00 PM,02:50 PM,R,S,Allen
44207,ACE,341,1,03:00 PM,03:50 PM,MW,A,Finnegan
53592,ACE,345,3,12:00 PM,12:50 PM,MWF,N,Paulson
60156,ACE,346,3,08:00 AM,09:20 AM,MW,J,Breen
70958,ACE,360,2,09:00 AM,10:50 AM,TR,W,Campbell
75104,ACE,360,2,09:00 AM,10:50 AM,T,W,Campbell
75105,ACE,360,2,09:00 AM,10:50 AM,TR,W,Campbell
75106,ACE,360,2,09:00 AM,10:50 AM,T,W,Campbell
10068,ACE,396,1 TO 4,ARRANGED,,,,
61498,ACE,398,1 to 3,ARRANGED,,,A,Winter-Nelson
52115,ACE,398,3,ARRANGED,,,C,Lemoine
60144,ACE,398,1 to 3,ARRANGED,,,A,Winter-Nelson
58583,ACE,398,3,ARRANGED,,,A,Winter-Nelson
57768,ACE,398,3,ARRANGED,,,C,Lemoine
48924,ACE,406,4,02:00 PM,03:20 PM,TR,B,Endres
48925,ACE,406,3,02:00 PM,03:20 PM,TR,B,Endres
62829,ACE,411,3 TO 4,11:00 AM,12:20 PM,MW,S,Janzen
64899,ACE,427,3,12:30 PM,01:50 PM,TR,S,Irwin
43123,ACE,428,3,03:30 PM,04:50 PM,TR,M,Robe
29710,ACE,435,3,ARRANGED,,,K,Irani
51727,ACE,444,3 OR 4,05:00 PM,06:20 PM,T,G,Schnitkey
51728,ACE,444,3,05:00 PM,06:20 PM,T,G,Schnitkey
47126,ACE,445,4,04:00 PM,05:50 PM,MW,S,Allen
66684,ACE,452,3,12:00 PM,01:20 PM,TR,,
56174,ACE,455,3,03:30 PM,04:50 PM,TR,W,Ridley
73650,ACE,474,3 TO 4,09:00 AM,10:20 AM,MW,A,Lyons
73276,ACE,474,3,09:00 AM,10:20 AM,MW,A,Lyons
36269,ACE,476,4,10:30 AM,11:50 AM,MW,A,Lyons
36268,ACE,476,3,10:30 AM,11:50 AM,MW,A,Lyons
10074,ACE,496,4 TO 12,ARRANGED,,,,
59467,ACE,499,3,05:00 PM,06:20 PM,TR,M,Robe
29725,ACE,500,4,09:30 AM,10:50 AM,TR,W,Ridley
29727,ACE,501,4,10:00 AM,11:50 AM,MWF,C,Nelson
36278,ACE,510,4,03:30 PM,04:50 PM,TR,B,Gramig
47370,ACE,520,4,10:00 AM,11:20 AM,MW,M,Serra Devesa
63336,ACE,531,2,10:00 AM,10:50 AM,F,M,Arends-Kuenning
29715,ACE,562,2,01:00 PM,02:20 PM,MW,N,Paulson
48582,ACE,564,2,01:00 PM,02:20 PM,MW,N,Paulson
62510,ACE,569,1,01:30 PM,02:20 PM,R,M,Robe
63337,ACE,571,2,10:00 AM,10:50 AM,F,M,Arends-Kuenning
10085,ACE,591,0 TO 8,ARRANGED,,,,
67217,ACE,592,4,09:00 AM,11:50 AM,R,P,Christensen
60887,ACE,592,0 TO 8,01:30 PM,02:50 PM,W,E,Larson
59238,ACE,592,2,ARRANGED,,,N,Paulson
65581,ACE,592,2,05:00 PM,05:50 PM,R,B,Endres
46046,ACE,592,4,03:30 PM,04:50 PM,MWF,D,Bullock
41807,ACE,594,0 TO 8,12:00 PM,01:20 PM,W,N,Paulson
59421,ACE,594,1,ARRANGED,,,P,Goldsmith
50314,ACE,594,0 TO 8,12:00 PM,12:50 PM,R,M,Arends-Kuenning
31428,ACE,594,0 TO 8,12:00 PM,01:20 PM,M,P,Christensen
67392,ACE,594,1,04:00 PM,04:50 PM,F,S,Dall'Erba
10089,ACE,599,0 TO 16,ARRANGED,,,,
51577,ACES,101,2,09:00 AM,09:50 AM,R,T,Burkhalter
62120,ACES,101,2,04:00 PM,04:50 PM,W,J,Emmert
75052,ACES,101,2,04:00 PM,04:50 PM,R,M,Dailey
75384,ACES,101,2,03:00 PM,03:50 PM,R,J,Emmert
75388,ACES,101,2,04:00 PM,04:50 PM,W,J,Emmert
51579,ACES,101,2,09:00 AM,09:50 AM,R,J,Emmert
51580,ACES,101,2,04:00 PM,04:50 PM,R,J,Emmert
